1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	
ET,IN,NP																																										3
FI	2			6	3		16				17	4	4	11	29	6	32	4	16			3				3	5			18	2			3	3	1	25					
FI,FR																																	10				1	3				
FI,FR,NO																																									1	
FI,GB,JP																																						2				
FI,GB,NO																							13																			
FI,GB,US																																	3									
FI,HU																						1	1																			
FI,IN																																2										
FI,IN,IT,SE																													6													
FI,IN,JP,US																						1																				
FI,IR																																							1			
FI,IT																																									1	
FI,JP																			4	23		11		3							1											
FI,JP,SE																			10																							
FI,JP,TW																						1																				
FI,LT,SE																4																										
FI,MD									1														5																			
FI,MD,RU																							3								1											
FI,NL					2																												1		11							
FI,NL,RO																												6														
FI,NL,US																																	9									
FI,NO																		24	9						1		19			6												
FI,NO,US																							5																			
FI,PK,SE																																							1			
FI,PL												1	1							2		5		17															7			
FI,RU									1	3	3																									3		3	33		12	
FI,RU,SI																												2														
FI,SE													1																													
FR	186	152	181	201	374	179	238	326	401	509	283	293	363	284	341	394	503	555	514	457	451	673	411	330	466	316	253	331	396	374	333	306	316	281	206	220	251	222	337	265	195	295
FR,GB	2								7		13	11		2	3	16	8	13		23	1	12	13	17	6	36	8	17	18	22	4	8	18	25		50		12	2	5	16	14
FR,GB,GR									6																																	
FR,GB,HR																									6																	
FR,GB,IE								6																																		
FR,GB,IL,RU																				4																						
FR,GB,IN																												3														
FR,GB,IN,SG																												11														
FR,GB,IT																									3	4					1	4				5					2	
FR,GB,JP																						2															1					
FR,GB,JP,KR																						1																				
FR,GB,MA																						2																				
FR,GB,MA,SK														1																												
FR,GB,NL												1																		22					3							
FR,GB,NL,US															5																											
FR,GB,PL																		1		1																						
FR,GB,PT																		1															3				4					
FR,GB,RO																																										6
FR,GB,RU														1																						5						
FR,GB,SE																				14				1																		
FR,GB,SK																2																										
FR,GB,US								2															2		28												3					
FR,GR		1	1	1					3	3	2		9	9		5	3	28									5						6				5					
FR,GR,IT																																										
FR,GR,RO																										4																
FR,GR,RU																						2																				
FR,HK																					1						2				2											
FR,HU																																			1	12		7			8	
FR,ID																29																										
FR,IE	4				1	1		5																						1					9							
FR,IE,IT							5																																			
FR,IL								5			8						11		3	1	1													2							2	
FR,IL,IN,US																	2																									
FR,IL,NO																				1																						
FR,IL,PL																											3															
FR,IL,RU																							2																			
FR,IN				1			12	10		5	1	10	16	24	7	22	5	13				3	14	10	4	1	2	1	13	25	13	67	10	60	17	14	3	14	12	18	18	22
FR,IN,IT																			1			2							7		12											
FR,IN,IT,RU																										1		3														
FR,IN,JP																												1														
FR,IN,KR																																								1		
FR,IN,MA																6																										
FR,IN,MD																																		3								
FR,IN,RU																									3																	
FR,IN,RU,SE																																					3					
FR,IN,US																3	5																									
FR,IN,VN															1																											
FR,IR																											6	11	2		1											
FR,IR,US																													2													
FR,IT		2	2	1			24		1		5		3			2		13	1	2	3	21	14	1	5		8	9	7	32	2	18	6	8	1	13	4	3	2	11	1	10
FR,IT,JP									1		1									3																						
FR,IT,MD,PL,RO																								4																		
FR,IT,NL								2																																		
FR,IT,PT																				1													5									
FR,IT,RO																																								8		
FR,IT,RU																	13									1							1					6				
FR,IT,SE																														13												
FR,IT,SE,US																																									6	
FR,IT,US								3													11																					8
FR,JP	2		1	5	5		3	1				3		1	1	1	5	12	9	5	3	2	1	5	2	1	19	5		2		18				2	17	20	1	9	8	
FR,JP,KR																																	1									
FR,JP,KR,TN																																								37		
FR,JP,MA																				1																						
FR,JP,PL									1														4																			
FR,JP,PL,RU																																								7		
FR,JP,RU																									1																	
FR,JP,TN																								1																		
FR,JP,US								1			2											3				1				3							6					
FR,KR								1	3	4	3	4																					1	3								
FR,KR,VN																										4															4	
FR,KZ,RU																																							1			
FR,LB					10																									4						1		1				
FR,LB,PL																						4																				
FR,LT																																						7		10		
FR,LV,SA,TN																																										
FR,MA	9						12	6	1		31	9	10			28	48	15	29	9	33		15	16	7					8	2		1			1	2	5	22	1	4	1
FR,MA,PT,RO																12																										
FR,MA,TN																							2														3				2	
FR,MA,US											1							2																								
FR,MD																												17								6	11					
FR,MD,RO																								2																		
FR,MD,SK																																				1						
FR,MF								2																																		
FR,MG																							6																			
FR,MR							4																																			
FR,MR,SN																																					2					
FR,MX												13							1						2			3			3			6				1	4			6
FR,MX,US																																								9		
FR,MY																													4													
FR,NG																1																										
FR,NG,SN,ZA																														1												
FR,NL						1			5			4	6	2		10		1	11	4		7		4		7		4		4					10							
FR,NL,NO																							1																			
FR,NL,NO,SE																											1															
FR,NL,NO,UA																							1																			
FR,NL,PL										1																																
FR,NL,RU																				4																						
FR,NL,TW,VN																							2																			
FR,NO																							1		7		5				3		2								6	
FR,NO,SE																																				4	8					
FR,NO,SE,UA																																										10
FR,NO,UA																							2												22							
FR,NZ																																	4						8		5	
FR,OM,TN																																										
FR,PK,TN																																						1				
FR,PL		5			2			5	1	2		1	9	12	14	45	12	13	9		4	19	4	10	7	46	2	12	13	2		2		16		7	12				4	
FR,PL,RS																	7											3														
FR,PL,RU																										3				3	4		5									
FR,PL,TW																								1	6																	
FR,PL,UA													4	5					1									1	9									2				
FR,PL,US																																1										
FR,PT											2	3		4	2		8	4	8	9	4		3				3		1	1		2	2	16			5	2				
FR,PT,RU																													10		4	4									5	
FR,PT,US																																				2						11
FR,RO													4		8	20	2				9	8	10	3		1	4			1	24	4	16	4	23	21				3		3
FR,RO,TN																																	4									
FR,RU												3	24	11	7	18	15	29	10	2	32	64	11	3	2	12	20	21	16	16	27	6	9	12	48	19	32	15	100	28	17	20
FR,RU,SE																		1				3																				
FR,RU,SK																																						1			4	
FR,RU,TW															6																											
FR,RU,UA																									1						5											
FR,RU,US																																		3								
FR,SA					15	4										1																2			1	3			5			
FR,SA,TN																																						2	4	1	2	
FR,SE											2						6	6		12		1				1		3		6	7		2									
FR,SE,VN																								3																		
FR,SG																													4													
FR,SI																							1															4			1	1
FR,SK																6	9	19	11		1						9	53	9	14	9		8	11	19				7			
FR,SK,TN																									4																	
FR,SN																																					53	24				
FR,TH														1										8	3																	
FR,TH,US																								1																		
FR,TN								1						1				3		33	31	24	9	28	9	22	10	17	14	29	10	13	22	14	24	75	63	37	43	16	10	
FR,TR																																3		4								
FR,TW																																								3		
FR,UA															2	2	9		34	26	9	6	1	7	11	1	8	3		7				10	14					2	32	
FR,UA,US																																					12			4		
FR,US	3	7	1	7	3	3		8	13	18	9	27	1	14	5	29	13	3	1	21		7	3	3	7	26	28	5	31	60	8	20	26	76	7	10	73	59	14	47	6	28
FR,US,null																													2													
FR,VE																																						5				
FR,VN																		7				12		4																		
FR,ZA														1																										4		
FR,null		3	7						5	1																																
GB	93	107	22	139	36	28	42	97	185	135	174	224	255	248	123	249	216	179	150	378	179	279	323	542	257	227	314	210	195	223	135	161	202	259	238	147	184	267	158	155	115	142
GB,GR															1																											1
GB,GR,PL																																			16	3		6				
GB,GR,TR																										4																
GB,GR,US																											3															
GB,HK																														4					2	7			11		7	13
GB,HR																		6																								
GB,HU,IN,US																																										5
GB,ID																																							3			
GB,IE								1			1									2		16	8						2	17	2	12	13		25	10	8	5	2			
GB,IE,NZ																																							8	2		
GB,IE,RU																																		1								
GB,IE,SG																																							4			
GB,IL													6																											6		
GB,IN				8				11	2				1		6	3	2	1				2		4	8		16	10	3	10	5	1	1	5	23	12		8	6	3		11
GB,IN,IT																																			4	7						
GB,IN,JP																																					5					
GB,IN,KR																																									1	
GB,IN,NL																									4																	
GB,IN,US																	1																							7		
GB,IR																																									1	
GB,IR,SI																															1											
GB,IS																							1	5																		
GB,IT	3			14	1		1	1	12	2						2	6			1	9	10	3	8		24	14	14	10	2	75	1	8	1	6	4	1		5		4	8
GB,IT,JP																	16																									
GB,IT,NL											2		1					7																								
GB,IT,US																																						4				
GB,JO																						1																				
GB,JO,PK																																						1				
GB,JP			1		1							6	1		5		4	3	8	8	3	4		7	1	2	2		6	3			9	1	4	1	1	19	24	13	20	12
GB,JP,KR																									1																	
GB,JP,NG																																								13		
GB,JP,TW																																	11	15								
GB,JP,US																	1																1								4	
GB,KR																										2			2						4				5			
GB,KR,RU																		8																								
GB,KR,UA																																1										
GB,KR,VN																										2	3															
GB,LT,PT																																							1			
GB,MX																							4																			
GB,NL									4												1			3				6		2												
GB,NL,PL													4		2		11																									
GB,NL,PL,SK												3																														
GB,NO																																					3			4		
GB,NZ										1	5			12	2		9			1	1		1																		13	
GB,NZ,TW									1																																	
GB,OM																																		4						1		
GB,OM,US																																									1	
GB,PK																															7	2			7							2
GB,PK,SA																																						2			5	
GB,PL																3			1	7					6	1	2			2	3				1	4				3		
GB,PL,RU																																			21							
GB,PL,RU,TW																																				3						
GB,PL,SE																																							1			
GB,PL,TR																	1																									
GB,PL,US																											8															
GB,PT		2			8								1						1		2		28	12	1	3	3			1	30				10		7	12				
GB,PT,RU																												1														
GB,RO,US																																								1		
GB,RS																																										3
GB,RU														3		1	3	7	19			1		1	1	7	2							3	15	13	25	111	20		2	3
GB,RU,SE																																3										
GB,RU,SK																								1																		
GB,RU,US																							3																			
GB,RU,null																												9														
GB,SA	5																						4																			
GB,SE												1		2								13						1	5			5		8			11					
GB,SE,US																																						1				
GB,SG																													14								13	13				
GB,SI														6																												
GB,TH																																4		1								
GB,TR						1														1				3										1						1		
GB,TT																			7		7																					
GB,TW										19			1	3	2						8											15			4					1		
GB,TZ										1																																
GB,UA																	5		8																							
GB,US				13		1	11	5	1	4	4	3	6	5	3	7	2		3	6	11	5	3	2	67	22	5	25	22		16	25	1	17	6	13	37	29	13	32	17	71
GB,UY																		1																								
GB,null				1							2	1																		3												
GE				2					1																																	
GR	11	14	12	17	5	18		2	39	146	59	41	11	38	54	54	2	22	163	15	16	21	9	24	18	49	20	11	8	8	10	1	6	10				7	11		13	3
GR,IE									1																																	
GR,IR																																			8							
GR,IT																							6							15												
GR,IT,JP																								2																		
GR,IT,RU																					6																					
GR,JP,US																																		4								
GR,PL															2			1		11											5											
GR,PL,US																								5								33										
GR,PT																																				1						
GR,PT,US																														2												4
GR,RO																							3				3														12	
GR,TR																														40												
GR,UA																		4																								
GR,US								3					2	7				4			8	9						6			3											
GT		1																																								
HK										7					2	21	7		15	5		7	18	4	8	3	3	6	3	4	1	4	4	10	9	4	21	16	6	2		
HK,IL														2																												
HK,IN,NZ														3																												
HK,NL,RU																															1											
HK,RU,US																	4																									
HK,SG																																	2									3
HK,TW																									1		1															
HR	2	1										1		9	19	8	9	18	11	9		3	35	10		6	1		2													
HR,HU,IL																				2																						
HR,IR																																	1				1					
HR,JP,KR,SI																																		1								
HR,MK																		12																								
HR,SI																																1										
HR,US													4									1							1							5						
HU			2	17			7	12	3	17	11	1	2					1	6	4	1		2	3	8	7				15	2	8		1	2		9				2	1
HU,IN																											4															
HU,IT																							2				5		4	10		9		5	5		1			3	8	
HU,IT,US																															1											
HU,IT,null																												8														
HU,JP												6																														
HU,NL					7			1			1					1				25			24																			
HU,PK																																							5			
HU,PL		7	2	11					2																									4								
HU,RO																						10		8																		
HU,RU							1				9		1				1																									
HU,SE																									9																	
HU,SI						5																																				
HU,SK		6																																								
HU,US																											3										7					
ID																													1	1									3	8	9	6
ID,IN,KR																																					2					
ID,JP																																								1		
ID,JP,NL																													1													
ID,KR,VN																																					1					
ID,MY																																1										
ID,NL																						2	1																	1	2	
ID,NO,RU,US,ZA																																								3		
ID,TH																																				6						
IE						1	1	9	5	23	13	34		4		3			3		7	2	14		19	18	14	5	9	3	7	15		6	9	16				7		
IE,IN																																								1		
IE,IN,KR																																				4						
IE,IT									4																									1							1	
IE,JP															7																											
IE,KR,TW																																									1	
IE,MY																																							1			
IE,MY,PK																																						1				
IE,PK																														3		10										
IE,SE																											5															
IE,US																																1										
IE,ZA																																									10	
IL	23	15	16	27	34	26	15	25	25	9	5	25	39	10	60	21	12	11	11	13	3	4	30	5	24	55	38	23	6	11		6	20	2	4	1	1	3		1	11	4
IL,IN																		1														1								7		
IL,IN,JP																								2																		
IL,IT																																									1	
IL,JP																				1																						
IL,KR																												2														
IL,PL															3					1	1													1								
IL,PL,UA																												1														
IL,RU																			2				5		3			1														
IL,SG																																					13					
IL,UA																							3																			
IL,US	1		8	2						6	7		2							38	2	5		2	1						10							4		11		
IL,ZA																	1																									
IL,null	10																																									
IN	510	151	131	54	188	122	297	220	231	258	253	337	420	295	400	354	380	390	406	334	195	250	216	486	354	336	370	349	419	454	351	249	305	458	471	598	601	619	522	556	602	769
IN,IQ																																										5
IN,IR,JP																																4										
IN,IR,KR																																				1						
IN,IT											5		9		4		1			4	10	16	2	6	5			10	4		1		1	4	3	7	4	3			1	2
IN,IT,JP																			5								5															
IN,IT,RU																									4																	
IN,IT,TW																								1							4			3								
IN,IT,US																																1		2								
IN,JO,PK																																										2
IN,JO,PK,PL																																										2
IN,JP							1	14	1		20	1							1			6	1	12	6	2	4	1	2	6	2	6		6	3	16		7	9	4	13	13
IN,JP,MX																							4																			
IN,JP,RU																										1																
IN,JP,RU,US																						1																				
IN,JP,SA																																			4							
IN,JP,US																					1		3	2																		
IN,KR																							4			1	4	1	1	2	9	7	11	11		25	57	13	8	4	39	28
IN,KR,MY,SA																																								3		
IN,KR,PK																																			2							
IN,KR,SA																																						1				
IN,KR,TH,VN																																										
IN,MX																																			3					3		
IN,MY																															4		18		11							
IN,MY,SA																																									5	5
IN,MY,SG																																					2					
IN,NL											8									2													1	2					3	8		2
IN,NL,SE																																						4				
IN,OM																																			6							
IN,PK,US																																					11					
IN,PL																										1				3	6	12		7		14		15		8	5	7
IN,PL,PT																														3												
IN,PL,US																																							1			
IN,PR																														4												
IN,PR,PT																																						1				
IN,PT																														2		2	4	8	2	5	1		4		4	
IN,PT,SI																																									1	
IN,PT,TW																																					1					
IN,PT,US																																				4	1					
IN,QA																																						2				
IN,RS																																		6								
IN,RU																					1				12		6		6						5		7	2	7	13	4	4
IN,RU,SE														2																												
IN,SA																																	5					4	8	11	9	1
IN,SD																									3																	
IN,SE										1					17											1					1										2	
IN,SG																				11														2		2	1					
IN,SG,US																																									4	
IN,SK					11																													6	2	3			4		1	
IN,TH																																										4
IN,TN																																		6				1				
IN,TW																							10	5	6	2	5		4	10	7	10	15	1	10	10	10		20	19	1	44
IN,TW,US																								3			2															
IN,TW,ZA																														4												
IN,TZ																																		3								
IN,UA																														5												
IN,US	1	4				2	1	6	7	20		6	2	10		24	3	14	4	34		21	14	10		3	20	10	22	24	15	5	2	4	1	55	24	22	9	15	28	12
IN,US,VN																																									1	
IN,US,ZA																														3	2						2					
IN,ZA																																6	5	14	1	7	24	18	1		20	4
IQ	4	3	5	4				4										3																		8			2			
IQ,IR																																							2		3	
IQ,IR,MY																																								1	1	
IQ,LY																																										
IQ,RU																																					6					
IQ,UA,US																																				171						
IR				1	4		3								1	2	11	1		1		2	18	4	19	4	9	23	7	37	12	12	10	20	19	70	41	43	17	15	17	26
IR,IT																																			4				3			2
IR,JP																							11				4								6	2						
IR,KR																															6	6										
IR,MX,PL,RU,TR																																								1		
IR,MY																																				1	2		1			
IR,MY,US																																					4					
IR,NZ																																				10						
IR,OM																												3														
IR,PL																																		2			1					
IR,PL,US																																									2	
IR,RU																																				9						
IR,SE																									2																	
IR,SY																																				1						
IR,TN																																					3					
IR,TW																																	9									
IR,US																						3		1					3				2							1		3
IR,ZA																																							6			
IS																																	1									
IT	136	90	86	149	58	17	84	22	49	153	109	127	122	102	73	79	86	139	89	76	125	130	73	220	212	115	67	60	138	75	56	123	57	107	98	114	91	78	41	70	22	48
IT,JP									1							33	6	7		13	2	8	16	9			7	19			1	2	12	10		11	12		1	3	11	
IT,JP,PL																											2				2		24							6		
IT,JP,TR																																			2							
IT,JP,UA																					1																					
IT,KR																				4																						
IT,LT,RO																																									2	
IT,LT,RU																					1																					
IT,MD,PL																											12															
IT,MD,PL,RO																								1																		
IT,MX																																								4		
IT,NL						2	10			1					4	8		8														1								2	2	
IT,NL,PL																																								2		
IT,NL,US									6																																	
IT,NO																																						19				
IT,NO,US																							4																			
IT,PL					1									1								3				3	2			6	1					23					1	1
IT,PL,UA																										12																
IT,PT																				1			6										5				30					
IT,PT,RS																																									3	
IT,PT,UA																									2		3															
IT,RO																1							2				3	5		3					13	10						
IT,RS																																										
IT,RU						3			1							4	15			2		27	9	16		15	14		10	7	5		12	11	27		5			16	12	16
IT,SA,US																																								1		
IT,SE																							1						1					1				23				
IT,SE,US																																										
IT,SI											16	2									3																					
IT,SK																																			4						1	3
IT,SK,ZA																																					3					
IT,SN															5																											
IT,TN																																					3					
IT,TR																									3												2					
IT,TW																																					1					
IT,UA																							4																			
IT,US				1		2		8	16	4	1		9	3	27		13	3		28	1	24		13	15				21	56	6	5	24	8	4	5	26	16	8	1	4	7
IT,UY																																							3			
IT,null														3																												
JM																			33		22		16																			
JM,US																																							13			
JO							6				6					3				2	5					8				1	17	9	2				9	18			20	5
JO,NL																						3																				
JO,OM,SA																						2																				
JO,OM,US																						4																				
JO,PK																																										4
JO,SA,YE																																										3
JO,US													3									1																1				
JP	222	329	306	210	284	254	575	613	646	937	748	628	718	692	1039	1047	954	1258	940	981	1055	917	1044	750	769	959	788	876	634	608	580	336	371	267	276	281	346	373	344	423	269	319
JP,KR														2	1	7	16			4		2		1		1	2	3			4		1	13	1		1			4	2	
JP,KR,PL,US																																					3					
JP,KR,US																						2	5					2							1							
JP,MX																																										8
JP,MY																														5												
JP,MY,SA,SD																																								5		
JP,NL			4							3	2			1	1			1		3														1								
JP,NL,PL,RU															3																											
JP,NL,SE,UA																2																										
JP,NL,SK													7						2	4																						
JP,NL,US														1																												
JP,NO																										9	2	4	9													
JP,NO,SE																											2															
JP,NO,TW																										9																
JP,NO,US									1																																	
JP,NZ																9	2		26															2								9
JP,None																				4	3																					
JP,PK																							1								5						5					
JP,PL			1					7			2		10		5	6					3			1			4		2				3	9	23	3	14	10	19	2	2	8
JP,PL,RU													2																													
JP,PL,US												5								3																			4			
JP,PL,null																											3															
JP,PT														3	1	1																										
JP,RO																						1									4	5										
JP,RU		1												7	22		9	16	25	3	2	21	9	2	10	31	3		1		1				1		1	2	40	12	11	42
JP,RU,US																				1																						
JP,SA,TH																																										20
JP,SA,TN																																							10			
JP,SE						1				4	19		2	3		1		1	9	8		8			2	7																
JP,SE,SK																								1																		
JP,SE,null																			2																							
JP,SG																									12																	
JP,SI																													9													
JP,SK	4																																									1
JP,TH																	5										15			2		4					4	10		9	28	6
JP,TR																			1															1								13
JP,TW																	9	3					5	1	6	5	3		7		3				1	4						5
JP,TW,US																														4												
JP,UA																										1							5									
JP,US		1		1	5	20	1	17	14	19	7	9	12	16	14	6	21	19	8	23	7	7	4	14	15	14	15	53	12	10	22	17	9	4	2	5	14	8	1	3		9
JP,VN																						2	3		3				9										7			
JP,null																									1				3		6											
KE,US																										22																
KR		2		1				18	2	15	18	19	18	12	10	53	45	51	82	128	104	112	111	46	135	62	163	51	149	116	60	131	109	89	72	96	225	87	112	98	123	58
KR,MX																																			3						6	8
KR,MY																																								7		
KR,MY,PK,SA,US																																										5
KR,NZ																							5	8																		
KR,PK																																					5			9		
KR,PK,SA																																										1
KR,PK,TH																																					6		6			6
KR,PK,US																																										
KR,RO																														2												
KR,RO,US																														1												
KR,RU																	6				4					6		8							8	7	12		4	5		
KR,RU,VN																																1							4	2		
KR,SE																		1																								
KR,TH																																					20	4		12		
KR,TW																													5													6
KR,UA																						1	1																			
KR,UA,US																						2																				
KR,US									12							1	3		1	3	17	4	12	5	2	8	17	16	23	15	120	21	10	1		11	18	12	32	16	13	30
KR,US,VN																																				3						
KR,VN																		6					2		1	3									3	5	3	1	3		5	3
KR,ZA																																					6					
KR,null										1																																
KW																						1																				
KZ			2																					2		3	10	5	9	6		3			2	4	5	3	1	4		3
KZ,RO																																				2						
KZ,RU																																				12	16			7	23	12
LB																																								5	4	4
LI								1																																		
LK	2		5																																							
LS															26																											
LT			1									3								1							5								3		9					18
LT,LV																																									2	
LT,PL																																							1			
LT,PL,RU																	1	1	3																							
LT,RU																																							4			
LT,TR																																		8								
LT,UA																					2																					
LU																																	8									
LU,MX																																									2	
LV		1				1		5								2																						19	6			
LV,PT,RU																									1																	
LV,RU																																					6		8		8	
LV,SE																5																										
MA							3							1	1		8		4	5			11	8			1			2							4			5	3	6
MA,RO																																								2	6	
MD									2															16																		
MD,PL																						4																				
MD,RO																													2													
MD,RO,UA																																									8	
MD,SE																																									2	
MD,US																							2																			
ME,RU																											2															
MK				2													4																									
MK,SI																	30		25																							
MN,RU																																					2	1				
MR,SN																																8										
MR,SN,TN																							10	3																		
MT																																					4					
MU																								6																		
MX				4		8	2	28		9	7	2		5	1	1		5		2	6	7	11	30	17	8	1	18	3	37	6	7	1	1	11		30	51	22	18	9	12
MX,PL																																3										
MX,PT																											7															
MX,PY																																										2
MX,RU																	16	7						1																		
MX,RU,UA																													3													
MX,UA																																		2								
MX,US				3					8				2		2				5							3		2				16		6		1	1	1		4		
MX,VN																																								5		
MY							1										1	3	4	3	2		6		5		12	11	16	1	10	2		15	21	5	7	15		5		
MY,NZ																																			1							
MY,PK																														19	3			1		7	5					
MY,SA																																							6			
MY,SA,UA																																					1					
MY,TR																						5		3																		
MY,TW																																					4					
MY,TW,US																																						3		3		
MY,US																												3														
MZ												6																														
NG		13	9										2		1																										8	
NG,PK																																										
NG,SA																																					1					
NL	74	50	82	95	39	85	96	143	118	118	74	135	120	107	88	88	84	76	43	43	36	33	25	50	32	66	49	95	38	4	3	10	2	4		1	2	1	3			2
NL,NO																								1																		
NL,NZ																											2															
NL,PL					1																	9																				
NL,PL,RU,UA																				2																						
NL,PL,VN																2																										
NL,PT											1							5										5		6											6	
NL,PT,US																													15													
NL,RO																			6				6								5	2		4								
NL,RU													8		2					10			3	6	3					4												
NL,RU,UA																						4																				
NL,RU,US																	2																									
NL,RU,VN												8																														
NL,SE									1																					1												
NL,SI																														3												
NL,TH,VN																																							4			
NL,TW											12																															
NL,UA																									5																	
NL,US	2	2	11		8	14	6	10	9	12	9	14	6	15	2	11	3			2				3	1	16		2	1				5			3	9			1		
NL,VN		4			4			9	9		1	6	13		9	3	1	6	10			3	5																			
NO	5		1	1				3	20		25	1		16	15	17	8	47	22	9	3	24	25	47	17	25	61	27	29	7	22	10	12		19	17	2		1	8	28	29
NO,PL,UA																											2															
NO,RU																			1												3					20						2
NO,SE																					5				2						1	3			4							
NO,SE,UA																				1					21	4																
NO,UA																						9	1		3																	
NO,UA,US																					1																					
NO,US												1	2					14		6						6		5														9
NP																																									9	
NZ			7						3	12	12	7			28	8		6	5	8		26	1			2										5					6	
NZ,PL																										1																
NZ,TW																	3																									
NZ,US														2						1																						
OM																									4											13			3	9	6	2
OM,PK,SA																																										
OM,TR																																							3			
OM,US																								4																		
PH																															1			2								
PH,PL,US																																										3
PH,US																																								5		
PK	1																				5	3		1	9	4			8	8	13	11	21	25	18	19	18	14	17	25	3	3
PK,RO																																										1
PK,RU																																								21		
PK,SA																																		3	11		6			10	10	
PK,SA,TH																																										2
PK,SA,TR																																							1		2	1
PK,SE																										6																4
PK,TH																																						7	5		5	
PK,TR																																		4								
PK,US			3	4	14						8																	7							3		13				3	2
PL	63	154	46	34	78	56	207	265	276	252	70	68	68	105	153	188	120	217	156	239	230	194	188	199	98	174	203	246	93	135	183	168	112	111	123	148	83	139	139	149	83	100
PL,PT																														5					10					6		
PL,RO																												3														
PL,RO,US															1																											
PL,RS																																									2	
PL,RS,RU,SK																																										1
PL,RS,SE													4																													
PL,RU				6			1	3	24	16	12	12	16	29	21	10	3	10	1	17	28	14	8	13	38	8	12	28			3	1	31	8	12	4	30	5	4	24	7	11
PL,RU,SE																																										
PL,RU,UA																		1	1	5															4			2		1		
PL,RU,US																								1			3											21				
PL,SA																																1										
PL,SE																						1						1		2												
PL,SG																																					8					
PL,SI																																								1		
PL,SI,SK																																				9						
PL,SI,US																																								15		
PL,SK									1													3			1	3			1					3						3	1	
PL,TN																																1	1									
PL,TR																																								1		
PL,TW																																				1		6				12
PL,UA														8	16	19	14	9	27	66	19	11	13	38	36	50	59	30	20	12	4	46	6	28	48	15	13	74	14	112	5	1
PL,UA,US																				2																						
PL,US				1	1		5		7				3	2				3		11	14	10		1	1		6	26			15		8	2	11	5	8	4	1	9	22	25
PL,US,null															7																											
PL,VN									2																																	
PL,ZA																			14						11	12			8	30					8	14	30	3		3		
PR																		1				3					6	1														
PR,TR																																								6		
PR,US																																				1						
PS,US																																	7		7							
PT	4		1			6	8	6	14		8	6			13	5	10	8	23	16	22	43	39	40	16	46	30	33	60	27	29	16	69	55	13	25	28	12	10	46		23
PT,RO																																			2					1		
PT,RU																						1		8			9	2		2										8		
PT,RU,TN																																							4			
PT,SA,SE,TN																																										1
PT,SA,TN																																									2	3
PT,SI																												2														
PT,SI,SK																																					12					
PT,TN																															1				10		2		2	4	5	4
PT,UA																											4														2	
PT,US									1		4	5										6																2		1		
PT,ZA																								3																		
PT,null																													8													
QA																																										2
RO	10	22		2	6	5	35		4	2	26	9	27	19	3	49	18	12	55	34	10	22	9	9	42	6	12	19	43	18	22	12	3	5	27	4	8	18	12	19	29	21
RO,RS																																	3									
RO,RU																																	4	6	2				1			1
RO,RU,VN																																				1						
RO,SE																																									1	
RO,SI																				3																						
RO,TR																																1										
RO,UA																																						2				1
RO,US						4	9											5									6	2			1											
RO,null						2					7																															
RS						2																					4	3	6	1				3	7	10			1		4	
RS,SI																													1										1	20		
RS,US																																					11					
RU	115	75	113	64	147	58	42	90	90	103	141	121	115	112	135	204	192	175	197	326	579	319	301	347	403	578	669	407	416	587	642	411	340	284	388	562	548	721	743	609	775	809
RU,SA																																							4			
RU,SE											17	3		21	4		12	13	4	1		9			20		2	19								11		7		1		
RU,SE,TR																										12																
RU,SI																									1																	
RU,SK						1		5					2																										7		3	
RU,SK,UA																																							1			
RU,TJ		1	11			5																									2											
RU,TJ,US																																				66						
RU,TN																																					2					
RU,TR																							3											1								
RU,TW																																				9						
RU,UA									6			3	4	2		27		29	23	10	7	1		4		5	3	7	6		14	16	19	3	4	4	6	29		3	7	
RU,UA,US																																1			7		31					
RU,US										1		1			2	2		19	10	1		10	2	1	5	1	1		4	1		1	2	24	1	9	3	8	3	3		
RU,US,VN																																								1		
RU,UY																								2																		
RU,UZ																																		7		3						
RU,VN																																						2	3	6	5	2
RU,ZA																																	2			10	5		5	7		
RU,null					1	6	4				11																	4														
SA		3				10	15			8			4	5		7		3			4		12		4		1	3	4	13	49	7		1	27	6	5	5	11	6	11	3
SA,TN																																					2		4	3	3	21
SA,TR																																								5		
SA,TR,US																																										
SA,US																																	7	3			6	5	10			
SD											1																															
SD,ZA																																							3			13
SE				1	9	1	13	10	67	2	22	46	8	18	21	12	40	35	29	69	5	20	9	10	22	6	41	15	7	2	59	44	7	2	38	7	88	21		69	37	2
SE,SK																									1																	
SE,UA																						1		2																4		
SE,UA,US																																			2						1	
SE,US	1								3	1			2		3		1		2	1							4		10									13		2		
SE,VN																					5									1												
SE,ZW																																										
SE,null																												6														
SG																2		4	3	11	12	37	11	2	12	6	6	11	4	31	8	9	62	10		13		32	4	11	3	
SG,US														3									1																	2		1
SI		3	1		1		8					2	12		9	14	31	26	3	54	16	2		11	11	5	2	26	22		3	6		4	3	2	2				26	
SI,UA																									2																	
SI,US	2																					6																				
SI,null									1																																	
SK	9	27					13	1	1	6	1	4									2	1	2		2		3	1	2		7					18	1	5			3	
SK,UA													1																			1							7			
TH											8								4	8						6						3	24	13		4	24	14	14	15	3	1
TH,TR																																							2			
TH,US																											4				1											3
TH,VN																																			2				6			
