Country,Year,Value,source,iso3c
coronaviruses,2009,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2010,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2011,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2012,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2013,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2014,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2015,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2016,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2017,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2018,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2019,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2020,NA,FigureS-4_organoMetallicKW,NA
coronaviruses,2021,38,FigureS-4_organoMetallicKW,NA
coronaviruses,2022,8,FigureS-4_organoMetallicKW,NA
CN,1996,1.32,FigureS-5,NA
CN,1997,1.53,FigureS-5,NA
CN,1998,1.5,FigureS-5,NA
CN,1999,1.78,FigureS-5,NA
CN,2000,2.3,FigureS-5,NA
CN,2001,2.42,FigureS-5,NA
CN,2002,3.08,FigureS-5,NA
CN,2003,3.82,FigureS-5,NA
CN,2004,4.29,FigureS-5,NA
CN,2005,4.99,FigureS-5,NA
CN,2006,6.02,FigureS-5,NA
CN,2007,6.96,FigureS-5,NA
CN,2008,8.41,FigureS-5,NA
CN,2009,10.02,FigureS-5,NA
CN,2010,12.24,FigureS-5,NA
CN,2011,14.23,FigureS-5,NA
CN,2012,16.69,FigureS-5,NA
CN,2013,19.4,FigureS-5,NA
CN,2014,21.98,FigureS-5,NA
CN,2015,23.58,FigureS-5,NA
CN,2016,25.61,FigureS-5,NA
CN,2017,27.14,FigureS-5,NA
CN,2018,30.26,FigureS-5,NA
CN,2019,33.02,FigureS-5,NA
CN,2020,32.29,FigureS-5,NA
CN,2021,36.42,FigureS-5,NA
CN,2022,41.3,FigureS-5,NA
US,1996,22.84,FigureS-5,USA
US,1997,22.22,FigureS-5,USA
US,1998,22.66,FigureS-5,USA
US,1999,23.84,FigureS-5,USA
US,2000,23.42,FigureS-5,USA
US,2001,23.32,FigureS-5,USA
US,2002,23.87,FigureS-5,USA
US,2003,25.24,FigureS-5,USA
US,2004,24.96,FigureS-5,USA
US,2005,25.92,FigureS-5,USA
US,2006,25.74,FigureS-5,USA
US,2007,25.59,FigureS-5,USA
US,2008,23.27,FigureS-5,USA
US,2009,22.33,FigureS-5,USA
US,2010,20.98,FigureS-5,USA
US,2011,20.53,FigureS-5,USA
US,2012,18.77,FigureS-5,USA
US,2013,17.67,FigureS-5,USA
US,2014,16.33,FigureS-5,USA
US,2015,14.71,FigureS-5,USA
US,2016,15.02,FigureS-5,USA
US,2017,14.76,FigureS-5,USA
US,2018,14.44,FigureS-5,USA
US,2019,13.05,FigureS-5,USA
