	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
FR,SN									1				1		2			1		1					3				15		26	18	10	38	1	10	55	72	5	82	2	64
FR,SN,US										1																													14	3		
FR,SO																																							6			
FR,TD															2																											
FR,TG																																								18		
FR,TH																	4				18	2	19				16			2	6	4			7	20	9		11	10	31	9
FR,TH,VN																																			8			10	10	10		
FR,TN	3	27	44	7	18	45	1	33	3	6	26	10	3	32	19	20	60	20	115	66	66	50	60	101	34	57	51	74	43	131	155	133	154	333	277	454	441	378	282	281	380	343
FR,TN,TR																																				2					11	2
FR,TN,US																													1	6	18			23		2	1		3	6	59	7
FR,TN,ZA																																								1		
FR,TN,null																																										1
FR,TR											21						16	33	15	14	8	10	6	42	45	6	95	94	98	54	20	53	55	61	53	40	35	41	11		28	9
FR,TT																														4												
FR,TW																	1			7	4	16				28	5	33		10	9	9	20	30	4	3	15	15	5	10	19	7
FR,TW,US																														10	2			3	4				11		11	18
FR,TW,null																													17													
FR,TZ																				5																						
FR,TZ,US																																		3								
FR,UA		1									5		4		49	8		32	17	10	108	45	22	24	13	51	36	23	45	40	25	112	41	149	169	139	186	63	133	73	32	
FR,UA,US																								10		1						8	23	25					29			
FR,UG																								2					2		3	9										
FR,US	133	48	90	98	79	54	104	30	129	86	92	181	214	253	137	214	252	323	260	240	376	322	281	540	486	220	465	531	597	792	751	475	710	557	940	424	547	591	541	763	489	762
FR,US,VN																																	5									
FR,US,ZA							42																				6						6									
FR,US,null											6							5			4						1		14	2												
FR,UY																																		1								
FR,UZ																					2					2				7												1
FR,VE															2		1		2				1	16	1	2				10	10	8	2		7		5	9	12	29		
FR,VN		8							1		10		1	7		1				2	14				12		3	20	3	25	38	17	1	173	50	3	67	22	68	94	128	72
FR,VU								5																																		
FR,ZA			2											3				5		1			2	14							1		13	133			17	10	40	95	23	
FR,null	4	11		13	9		13		2		51	24		17	11			53			2							48	83	61	29				12	9						
GB	3970	3823	4193	3277	4246	3981	5144	7476	7038	7706	6853	9293	7406	7425	9525	11063	10718	11502	11284	18550	15987	14928	16507	16539	16244	17841	18069	17355	18259	18446	20275	17924	19055	18026	17914	19025	17993	16297	16078	14570	12878	12965
GB,GH		3																		1														4	1	5		3	8	12		
GB,GH,JP,TR																																							1			
GB,GH,NZ																																									1	
GB,GH,PT																																					136					
GB,GH,TR																																		2								1
GB,GH,US																																				29						
GB,GH,US,ZA																																										3
GB,GH,ZA																																						4				
GB,GM																																								40		
GB,GR					24	5	57	4	37		1	25	52	1	63	73	27	37	7	46	19	61	57	72	94	118	75	161	49	81	96	37	121	16	72	51	54	75	121	120	76	82
GB,GR,HU																																						43				
GB,GR,IE																														7												
GB,GR,IT																					35		7					30			7						7		18			
GB,GR,IT,PT																												1														
GB,GR,IT,RU																													4													
GB,GR,JP																							1															1				
GB,GR,KR,US																																					3					
GB,GR,MY																1																										
GB,GR,PK,PT,TH																																										
GB,GR,PL																													1	8	4				16	3		10		3		
GB,GR,PL,RU																													4													
GB,GR,PL,US																																			7		8					
GB,GR,PR																							2					1														
GB,GR,PR,RU																															7											
GB,GR,PR,US																																					7					
GB,GR,PT																																	19									
GB,GR,RS																																			4							
GB,GR,SE																																		2								
GB,GR,TR																										4																
GB,GR,US																				4							8					18		25						1		
GB,GR,ZA																																							1			
GB,HK										4			9	3			9								19	4	18			11			1	25		30			45		81	17
GB,HK,IT																																						3				
GB,HK,NL																																										27
GB,HK,PK																																	11	6								
GB,HK,US																				1												2	1	10								
GB,HR							7		38		4	6	8						8				17					15			40					19		17	40	31	24	3
GB,HR,IE																													3													
GB,HR,IE,ZA																														5												
GB,HR,IN																																										27
GB,HR,IN,US																																										76
GB,HR,IT																														108	62											
GB,HR,IT,US																														69												
GB,HR,MT																																				5						
GB,HR,PL																																							7			
GB,HR,RS																																										10
GB,HR,SI																													4				2				19					
GB,HR,US																														90	32											
GB,HU	15	7	8	6		5	38		2		10	16	5	11	9	2	27	54	35	2	26	33	19	49	35	36	4	23		16		4	50	125	17	1	1	13	42	55	19	
GB,HU,IE																			2				18									4										
GB,HU,IT											4																															
GB,HU,IT,ZA																																							56			
GB,HU,NL																																						73				
GB,HU,PA																															1											
GB,HU,RS																			6			11																				
GB,HU,US																		2											1		34											
GB,ID																																			2			4	4			
GB,ID,JP																																										
GB,ID,JP,MY																																									19	1
GB,ID,MY																																			2						5	
GB,ID,SG						2																																				
GB,IE			7	10	6	9	8	14	1		22	7	24	12	15	60	82	28	27	22	55	65	66	155	144	71	194	133	75	226	192	218	138	211	107	136	150	170	130	166	101	126
GB,IE,IL											20						2									11																
GB,IE,IN																															2			4							6	
GB,IE,IT																			9			17																				
GB,IE,JP																								30											5							
GB,IE,JP,US																																									46	
GB,IE,LV																									1																	
GB,IE,NL																														4			6									
GB,IE,NL,US																																									9	
GB,IE,NZ																				4															5				21	11		
GB,IE,PK																																					8					
GB,IE,PL																												14														
GB,IE,RO																											5															
GB,IE,RU,SA																																					10					
GB,IE,SD																									7																	
GB,IE,SE																														44												
GB,IE,SE,US																																4										
GB,IE,SG																																							5			
GB,IE,TR																																							6			
GB,IE,TW																																		3								
GB,IE,US										17									1				4					14		2	18			26		4	4		6		3	9
GB,IL	1		8			3	3	9	1						52		1				25			22	13		4	50	7		18	17	16	19	5						6	5
GB,IL,IN																					4															11	10					
GB,IL,IT																																										6
GB,IL,IT,NL,US																																						7				
GB,IL,IT,US																																	53									
GB,IL,NL																																			1		1					
GB,IL,NO													2																													
GB,IL,NZ,SG																																						11				
GB,IL,PT																										16								5								
GB,IL,RU																													2		7											
GB,IL,UA																					16																					
GB,IL,UA,US																					14																					
GB,IL,US						4		9															1	21		8		13		11											24	
GB,IN	37	30	21	57	134	51	36	26	139	22	17	39	12	42	63	39	32	38	125	87	128	161	180	129	108	257	276	213	280	322	290	330	322	326	324	445	380	423	563	408	139	521
GB,IN,IR																																										1
GB,IN,IR,TR,TZ,US,ZA																																										1
GB,IN,IT																												2	25	14		4		6	47	11		4	5		2	
GB,IN,JP																				7								1			5			8	33		5	2	3		31	
GB,IN,JP,KR																																			12							
GB,IN,JP,RU																																			10							
GB,IN,JP,SA,SG																																				6						
GB,IN,JP,SG																																		3	8	18						
GB,IN,JP,US																												7											1			
GB,IN,KR																													13		1		1									5
GB,IN,KR,SA																																						1				2
GB,IN,LK																																									6	
GB,IN,MX																						1																				
GB,IN,MY																															8	24										11
GB,IN,NG																																				10						
GB,IN,NL																																			6							
GB,IN,NL,SG																																					197					
GB,IN,NO																																			10	14						
GB,IN,NZ,US																																	13									
GB,IN,OM																																						3		4		
GB,IN,OM,SA																																						12				
GB,IN,PL																									2																	
GB,IN,PT																														11												8
GB,IN,RU																																		4								1
GB,IN,SA																																								23	38	35
GB,IN,SE																																		8				22				15
GB,IN,SE,US																																				6						
GB,IN,SG																																5		26	28	10	9				6	
GB,IN,SG,US																																								15		
GB,IN,TR																																		2								
GB,IN,TR,US																																		2								
GB,IN,TW																					1		1	20					8												9	1
GB,IN,TZ																																			2							
GB,IN,US							9												22						92	5		28	7	4	16	4	65	108	60	78	93	54	65	60	39	36
GB,IN,US,ZA																															15											
GB,IN,ZA																																		3								
GB,IN,null																													1													
GB,IQ				19					7	9					18														6			9	17		23				18	14	12	12
GB,IQ,KR,MA,SA																																							4			
GB,IQ,MY																																					1					
GB,IQ,RU,TR																																						1				
GB,IQ,SA																																		7				7				
GB,IQ,US																																										2
GB,IQ,ZA																																						8				
GB,IR						24	8		8										1	3	16	16		6	10	44	40	125	54	41	46	9	23	59	9	22	64	79	53	47	11	22
GB,IR,IT																									3				3		4				10				1			
GB,IR,IT,TR																																		2								
GB,IR,IT,US																																							7			
GB,IR,JO								1																																		
GB,IR,KR																													2													
GB,IR,LY																								4																		
GB,IR,LY,TR																												2														
GB,IR,MY																																						4				
GB,IR,MY,PK,TR																																								16		
GB,IR,NZ																																						5				
GB,IR,PK																																										3
GB,IR,PL																																					19	27				
GB,IR,PT																																										3
GB,IR,SE,US																																					22					
GB,IR,SI																															2											
GB,IR,ZA																																16										
GB,IS																												19				2	4		4			3	3		12	
GB,IS,US													3																						6							
GB,IT	92	114	76	121	88	14	90	99	71	98	31	55	96	85	112	99	95	138	98	223	271	315	214	363	388	317	250	502	444	1079	568	614	598	466	795	563	472	302	514	514	571	539
GB,IT,JP			16											26		3			4			2							2						3					34		
GB,IT,KW,RU																								37																		
GB,IT,LT																														7												
GB,IT,LV																																						14				
GB,IT,MA,US																						2																				
GB,IT,MD,PL																								6																		
GB,IT,MO,RU,US																																				61						
GB,IT,MO,US																																					30					
GB,IT,NG			3																																							
GB,IT,NL																		19							8					5			10			3	42		44		25	2
GB,IT,NL,RS																																					5					
GB,IT,NL,SE																																									111	
GB,IT,NL,US																												1														
GB,IT,NO																								1																		45
GB,IT,NZ	1																																									
GB,IT,PL																													2	5											3	4
GB,IT,PT													3						12			12									13		6	15	14				8	34		
GB,IT,PT,TH																																									5	
GB,IT,QA																																					21					
GB,IT,RO																																		4					2			
GB,IT,RU																							10	3							15											
GB,IT,RU,US																							4													31					82	
GB,IT,SA																																							19			
GB,IT,SE																										11				7								29			3	6
GB,IT,SG																													4		6						2					
GB,IT,TH																																							1			
GB,IT,TN																																									8	
GB,IT,TR																																				21						27
GB,IT,TT																																		8								
GB,IT,TZ																																			2							
GB,IT,US											3			8	1			3		59	17		1	8	12	6	12	202	65	137	62	63	54	107	88	60	30	131	118	34	99	326
GB,IT,UZ																																				3						
GB,IT,VE																				2				4		21																
GB,IT,ZA																																							9			
GB,IT,null																												37	14	4												
GB,JM																		9									1											1				
GB,JM,US														8									9																			
GB,JM,ZA																																								1		
GB,JO									20	18							4			8						47	39	2	2	14					6		1					
GB,JO,PK																																						1				
GB,JP	3	82	28	41	10	33	242	34	18	40	16	12	36	42	23	175	279	126	101	94	466	80	158	18	179	176	285	221	207	267	449	829	322	172	271	390	233	260	211	215	199	79
GB,JP,KR																											15													1		
GB,JP,LK																														2												
GB,JP,MX																								3																		
GB,JP,MY																		4			1									19			5									
GB,JP,MY,NZ																																	4									
GB,JP,NG																																								13		
GB,JP,NL																				53						10														3		
GB,JP,NL,US					2																																					
GB,JP,OM,PL																																10										
GB,JP,PL										1	2			1						9																6						
GB,JP,PT																		6															4									
GB,JP,RU																						1												2		15	11		17	8		
GB,JP,SE																																		5		3				1		
GB,JP,SE,US																																					6					
GB,JP,SG																																			8		2					
GB,JP,SI																													2								2			5		
GB,JP,TH																												2											2			
GB,JP,TW																																	11									
GB,JP,US					3											4			3		36		2		60	1			20	7	12	6	6		2		24		9	26	15	30
GB,JP,US,null																													58													
GB,JP,null																														15												
GB,KE												10				4	5	10					6				5			1		2	21		5		9			3		4
GB,KE,SA																																										3
GB,KE,US																														4						14						
GB,KE,ZA																																										4
GB,KR						15			20						2	8	2				8	6	25	20	21		6	34	27	73	55	207	51	32	71	10	53	40	47	22	8	97
GB,KR,NL																																1										
GB,KR,NL,US																																9										
GB,KR,PK																																							23			
GB,KR,PK,TW,US																																										
GB,KR,PL																																								1		
GB,KR,QA,US																																					9	7				
GB,KR,RU																		8																								
GB,KR,SE																																						25	23			
GB,KR,US													1												1	1					3	14	8	28	25			34		3		18
GB,KR,null																												3	2													
GB,KW										16								1						2	21	9	23	12														
GB,KW,NG,RU																																										1
GB,KW,US																																	2									
GB,KZ,RU																																						4				
GB,LB		12																4		6								1										2	8			
GB,LK		8	3	2	7	3		4			17																		3								3					
GB,LT													1													18							11			4	3	9				
GB,LT,SE																																						13				
GB,LT,UA																																				1						
GB,LT,US																							1							4												
GB,LU																													7									1				
GB,LV																									118								1	204	2		21	7	96	13		
GB,LV,MY,SA																																						18				
GB,LY																						4						11				6		4								
GB,LY,NZ,TR																																		4								
GB,MA																																										1
GB,MA,PK,TR																														2												
GB,MA,US																						9																				
GB,MD																					5	1												9	8		6					
GB,MD,PL																													5													
GB,MD,RO																												4														
GB,ME,RS																								4																		
GB,MG,US																																	1									
GB,MK																					3																					
GB,MK,NL									40																																	
GB,MO																																										5
GB,MO,US																																								11		
GB,MR,SN																																							4			
GB,MR,TN																																							6		6	
GB,MT																																		13								
GB,MU																																27			19		6					
GB,MU,ZA																																			2							
GB,MW																														2		40										
GB,MX	1				19	13	2	20	6	8					1	33	3				12	17	14		6			10	29	14	1		5		1	6	3	3		11	1	7
GB,MX,RO																5																										
GB,MX,RU,UA																												6														
GB,MX,UA																								1								1										
GB,MX,US																						1						7					1	13								
GB,MX,null																												12														
GB,MY	17				11		82					3	5	9	11	38			12							1		11	1	6	18	30	184	9	14	34	29	35	9	3	26	7
GB,MY,NG																																								6		
GB,MY,NG,PK																																							1			
GB,MY,PK																																1										
GB,MY,PK,US																															2											
GB,MY,SA																																		24	18	8				3		
GB,MY,SA,US																																							3			
GB,MY,SG																		5																								
GB,MY,TW																																				2						
GB,MY,US																															4	3	4	1	13	7			5			2
GB,NG	14					30	1			4			9		14	44		3		6	5	3	2	2	3	12	33			7			4	19	5	5	26	1	4	8	12	1
GB,NG,US			1																																							
GB,NG,ZA																																					3			5	5	2
GB,NG,ZA,ZW																																									1	
GB,NL	14	76	43	8	12	1	8	1	7	77		7	1	62	26	53	32	13	16	34	485	60	32	108	54	63	112	51	39	483	108	87	92	140	179	130	242	137	99	67	300	628
GB,NL,PL									2					1																						19						
GB,NL,PT																		4					14																			
GB,NL,PT,TH,US																									2																	
GB,NL,RO																																								1		
GB,NL,RS																																	6									
GB,NL,RU																																	23									
GB,NL,SE																																					70		21			23
GB,NL,SI																																							2			
GB,NL,SK																										1																
GB,NL,TH																																								1		
GB,NL,TR																																2										
GB,NL,UA,US																		6																								
GB,NL,US						1				8					2											3	8			11				9		98	49	4	88	67		59
GB,NL,null																													4													
GB,NO	10		5	7						1		1		1	1	3					9	12		10	2	14	31	22		4	91	188	188	19			11	2	5	13	8	26
GB,NO,NZ																																										
GB,NO,PT,US																																	1									
GB,NO,QA																																2										
GB,NO,SE																												1														
GB,NO,SI																																		5								
GB,NO,US														13																						12				9		
GB,NZ	8	3		2	10	1	17	8	2	16	8	19	31	1	44	34	2	20	20	13	40	85	24	75	95	17	16	1	64	40	62	134	239	222	97	69	37	95	119	104	188	54
GB,NZ,PL																																								8		
GB,NZ,RU																																							82	18		
GB,NZ,SG																									26																	
GB,NZ,TH,US																																						2				
GB,NZ,US															4											19								21	6							
GB,None													1		1																											
GB,OM																		8	13	9		24	23	9	7	9		8		10			14	15		20		4	5	1	10	
GB,OM,PK																																							14	10	7	
GB,OM,SA																																									4	
GB,OM,US																																									1	
GB,PA													1		3						4																					
GB,PE														5																												
GB,PE,US												15																														
GB,PG																																								1		
GB,PH																																							1			
GB,PH,US																																		4								
GB,PK											36		8		4		3						1	14		24	24	4	37	16	23	98	10	54	18	68	65	53	100	95	36	89
GB,PK,PT,TH																																										
GB,PK,RO																																						2				
GB,PK,SA																																	2	15	5			3	45	12	42	15
GB,PK,SE																																								5		
GB,PK,TR																																				1			6			1
GB,PK,US								1																					6			19			4	4	8					
GB,PL	5		1		1		2		3	5	14	9	33	10	63	42	22	17	56	34	68	12	47	7	52	30	47	27	5	45	17	38	11	35	97	42	141	7	53	127	48	60
GB,PL,PT																									2																	
GB,PL,RU																9																										
GB,PL,SE																																	1									
GB,PL,US				1				1	1		1				2	20			7							1			10			7	28	20			10					31
GB,PS																						23											1	24								
GB,PT	20	12	18	56	17	3	17	20	2	25	113	35	142	43	31	86	76	91	71	234	302	126	87	168	125	101	108	155	207	111	115	122	159	56	132	66	63	106	82	62	35	94
GB,PT,RU																								13																		
GB,PT,SG																																			8							
GB,PT,SI																											8															
GB,PT,TH																																				8	2				8	4
GB,PT,TH,TR																																					9	13				
GB,PT,TH,US																						13			1	8		3														
GB,PT,UA																															8											
GB,PT,US			4						1						1											40		11		22			55	40			10					
GB,PY,UY																																									2	
GB,QA																																17		78		1						
GB,QA,US																													2						5						4	
GB,RO			10			6						1		3	10	23	2			72	10	11	6	19			8	37	6	12			35	1				1		1	11	
GB,RO,US																											13															
GB,RS			4				6	4	7					10					13					1				37		6	1					10		25	2			
GB,RS,US											11																							2	2							
GB,RS,US,null																												22														
GB,RU										10		12	4	19	3	52	91	67	122	132	151	112	84	322	142	165	179	194	193	131	173	51	271	103	173	114	130	118	135	86	130	151
GB,RU,SE																						4			14							1			13							
GB,RU,SK																																			2							
GB,RU,TR																											2				1	3		1	3	2						
GB,RU,TW																																									9	
GB,RU,UA															23						7				21				6		42				1	57	100				2	
GB,RU,US																						23	3		4												63	6	14	15		
GB,RU,null																												1														
GB,RW,ZA																																						4				
GB,SA											1				5	6	4					5			1	2				2	7	1	19	83	98	207	132	286	79	153	23	30
GB,SA,SE,US																																								1		25
GB,SA,SG					13																																					
GB,SA,TR																																									1	
GB,SA,US																																		4	1		5	23	81	9	2	
GB,SD										6																																
GB,SE					1		7	2					15	2	16	25		5	62	139	36	9	10	49	23	75	81	63	411	38	192	603	242	258	188	339	490	270	347	167	220	189
GB,SE,SG																														2												
GB,SE,US												1				20			20			9					7			41		40	32	65			95	117	37	42	67	18
GB,SE,UY																												7		9												
GB,SE,null																										7																
GB,SG									2	1	3	17				7	25	5	25	4	3	15	3			4	54		4	6	18	58	53	302	177	133	186	61	76	141	139	54
GB,SG,TH																							2												5							
GB,SG,TW																																			6							
GB,SG,US																														73							1					
GB,SG,VN																							3																			
GB,SI																	2	3						18			26		10		16		16	36		2					110	
GB,SI,US																											1															
GB,SK				7							2						4	15		8	2	1	23										1	24				25	25	55	36	21
GB,SL	4																																									
GB,SN																															4	2										
GB,SS			8	8			2	1																																		
GB,SY							4																																			
GB,SZ											7																															
GB,TH							32			19									18	7	12	34	53	10	107	15	9	18	28	80	13	18	5	16	19	57	3	19	23	39	57	80
GB,TH,TR																					52															22						
GB,TH,US																					1									33							21					4
GB,TN																																				8	4	1		1		11
GB,TR	1	1	1	19		4		17	3		16	11		32	3		35		4	5	26	74	85	44	105	32	67		64	53	138	100	34	81	42	76	44	16	4	11	36	16
GB,TR,TW																													3													
GB,TR,US																												2				4										
GB,TT													6	1			6		20	11	28	2		12																		
GB,TW																							5							11		21	6	7	33	10	12	8		44	5	
GB,TW,US																					17													3	19		10	26				
GB,TZ						2				1							5															23	2			19				7		
GB,TZ,ZA																																				2						
GB,UA																	5	21	1	27	78	6	25	28	5	15	33	5				4		6	75	67		1	13		10	
GB,UA,US																		3		9									8													
GB,UG					2																																					
GB,US	119	194	110	141	246	117	160	173	178	113	160	341	324	362	227	480	459	693	773	371	716	1022	977	687	820	887	1283	1547	1794	2591	2543	2413	1840	2228	2468	1377	1996	2178	2815	2106	2158	2290
GB,US,UY																					21																					
GB,US,VE									5	2	7																															
GB,US,VN																																	13									
GB,US,ZA																																14		25	69			30			91	
GB,US,null													3		1													44	11	78												
GB,UY																														16		9		35				1				
GB,UZ																				1											10											
GB,VE				5	19	8		19			17	26				4	5		8				5	24	10		2															
GB,ZA	5					10				1		16		25		4	6	40	29	27	62	32	95	63	7	20	150	20	32	81	26	20	31		7	10	6	112	16	114	32	133
GB,ZM				2																																						
GB,ZW												6																														
GB,null	25	7		4	31	1			25	3	6	4	5	25		26	5	14	9		5							309	111	42	57		116				6					
GE	11	34	43	77	39	5		41	10	27	51	16	28	24		8				19	53	15	10	14	48	38	50	54	72	13	27	37	9	8	9	2	4	9			23	11
GE,GR																								4	8	17				6			1									
GE,GR,RS																																										
GE,GR,RS,RU																																							2			
GE,GR,RU																								6																		
GE,IN																												6														
GE,IR																																										
GE,IR,IT,KR,ZA																																								2		
GE,IR,KR																																								4		
GE,IT																									1	2	2	8	16		18	6			19					2		
GE,IT,SA,US																																							1			
GE,LT,MY																																										4
GE,LT,UA																																								1		
GE,PK,PL,SE,SK																																										
GE,PL																																		1								7
GE,RU					6			1			3		7			5		9	4			9		2			5		8	10	3							11	14	4		
GE,RU,UA													2																													
GE,SE																									1																	
GE,US																									1						64				4	5	15					
GE,UZ																																								1		
GH			9								1																		11	31				3	2	9		1		2	3	9
GH,JP																										1										2						
GH,US															2	3	9		1																					1		
GH,ZA																																						7		7	9	
GH,ZA,ZW																																							3			
GN																				2																						
GN,UZ																															1		1									
GP			12			1																		10																		
GR	93	242	199	288	277	379	317	367	304	461	602	294	312	625	349	664	313	431	596	378	703	971	815	654	784	934	956	896	883	783	1054	743	772	817	684	701	670	795	841	549	783	887
GR,HR												12																	11	49												
GR,HU																	4								18		10	47	6	16	41		10	31		10	13	4	41			3
GR,HU,IT																				19						38			7													
GR,HU,IT,RS																												18														
GR,HU,RO																															9											
GR,HU,RO,US																												1														
GR,HU,US																										47																
GR,ID,IN																																			1							
GR,IE																																			23			7				
GR,IE,IT																																							15		17	
GR,IL																									23						5		19							1		
GR,IL,PS																																	5									
GR,IN																														17	11	18	20	19	26	17	10	12	3			4
GR,IN,IR																																				1						
GR,IN,IT																												19										6	15			
GR,IN,IT,RU																																2										
GR,IN,JP																														69												
GR,IN,KR,RU																																				7						
GR,IN,RU																																		1				2				
GR,IN,RU,SA,TN,TR																																										
GR,IN,RU,TW																																				5						
GR,IN,US																																						16	4			104
GR,IN,null																												9														
GR,IR																																17	32	8	27	17	13		1			
GR,IR,IT																																						2				
GR,IR,IT,MG																																								3		
GR,IR,TR																																					2					
GR,IS											22																															
GR,IT											2		2		82		6	5	14		10		38	31	98	28	20	6	85	39	47		100	13	3	38	135	36	115	57	6	76
GR,IT,JO,PL																															8											
GR,IT,JP																								2																		
GR,IT,KR																																						1				
GR,IT,KZ,US																																									2	
GR,IT,LV,RU,UA,US																																							10			
GR,IT,NL																																					3					
GR,IT,PL																					2			3						4		4	3	8				3				
GR,IT,PT															19																											
GR,IT,RO,RU																																										14
GR,IT,RO,RU,UA																																									84	
GR,IT,RS																															3						9				28	
GR,IT,RU																					6																					
GR,IT,SI																																	15									
GR,IT,SI,SK																																		37								
GR,IT,SK																																					25					
GR,IT,TR																																				12				34		
GR,IT,US																																			5							
GR,IT,null																														5												
GR,JP							11	15											1	1	16		5	1		2	6	1	2	3												
GR,JP,KR																																						2				
GR,JP,PL																														3												
GR,JP,PT																																2										
GR,JP,US																									1									4								
GR,KR																																					4					
GR,KR,US																							1																			
GR,KZ,PL																																										3
GR,LV																																	9		11							
GR,LV,SI																					20	16																				
GR,MD,RS																																								8		9
GR,MD,TR,US																															79											
GR,MT																																				9						
GR,MX																																		3								
GR,MX,PR																								4																		
GR,MX,US																		2																								
GR,MX,UY																																										2
GR,MY,NZ																																13										
GR,NL			3	13										2							4				11		3			5						41			31		86	74
GR,NL,PL																																								39		
GR,NL,SI																												4														
GR,NO															14	1	7				39														4		4					
GR,NO,US																																		28								
GR,NZ																									2																	
GR,None																					16																					
GR,PK																																		3						3		17
GR,PK,PL																																	8									
GR,PK,SA																																			8							
GR,PL								6		3	2	2	9	4			1			15	2	45	14		9	39	22	12	7	45	14	31	26	43	21	26	43	39	24	2	25	6
GR,PL,RS																																	2									
GR,PL,RU																														5												
GR,PL,SA																														28												
GR,PL,SE																																									1	
GR,PL,SK																										10			2													
GR,PL,TR																																	1	2			65				4	12
GR,PL,US																			2					5	3						2	36		31								
GR,PR																											1					11			12							
GR,PR,RO																													1													
GR,PT											1																3			9												
GR,PT,RS																																				5				3		
GR,PT,SI																																						3				
GR,PT,TH																																	3									
GR,PT,US																														2												4
GR,QA																																			19							
GR,RO																							1					2		3	4	2	7	1	4	4		7	4			
GR,RS																								5		12	12	29	7	12	33	32	68	42	2		6	10		10	62	2
GR,RS,RU																																						19			37	56
GR,RS,RU,UA																																								15		12
GR,RS,RU,US																																										14
GR,RS,SA																																						19			20	5
GR,RS,SE																																					8					
GR,RS,SI																																							1	4		
GR,RS,UA,US																																								32		
GR,RS,US																								8																		
GR,RU											6										1		5	19	1	13	2	5		1				13		2			40	33		
GR,RU,US																																							14			
GR,SA																														41								1	9			
GR,SA,SG																																				21						
GR,SA,US																																				3						
GR,SE																				2					4				2		14	3	7				3					2
GR,SI															3						2	1					24	27			6	2	22	23	17	27	2	3		5		38
GR,SI,SK																												8														
GR,SK																														24	23				2					11	33	
GR,TH																								1																		
GR,TN																													11						2		4			5		
GR,TR																														22					5	2	4	34		2		1
GR,TW																14																										
GR,UA																				10																						
GR,US		2	4			5	12	23	35		23	8	52		51	68	28	44	37	16	22	29	54	17	13	116	47	144	56	139	57	17	105	115	102	201	139	193	78	173	118	49
GR,US,null																												8														
GR,UY																				1								2														
GR,UZ																						12																				
GR,ZA																																			1						9	47
GR,null									5						33		4											123	19	18												
GT																	5		7			2		3																		
GT,IT																		3			1																					
GT,US															1																											
GU																	1																									
GU,JP															5														1													
GU,KR																		6		6																						
GU,US									1	3						2	3		1			5						1		2	15							3		6	2	
GY																													6				2									
GY,ID			1																																							
GY,US												17																														
HK	16					32	34	11		90	8	8	22	3	136	115	334	379	390	534	666	513	582	611	513	371	342	281	461	726	812	762	671	563	495	393	687	922	1094	1088	914	504
HK,HR,TW																																									3	
HK,IL																																								4		
HK,IN																		3						1			1				4	14									1	1
HK,IN,JP,TW																					59																					
HK,IN,SG																																		5								
HK,IN,US																							3																			
HK,IT																																										
HK,IT,KR																																							1			
HK,JP																											4		10		19	8						4	9		30	
HK,JP,SG																																3	20									
HK,KR,SE																																									6	
HK,MO																																							5			
HK,MY																																										13
HK,NZ																																			3							
HK,NZ,TW																																										
HK,NZ,US																																									1	
HK,OM,SA																																										1
HK,PK																																7							9	11		
HK,QA,US																																										1
HK,RO,UA																																										3
HK,RS																																										
HK,RU																																										7
HK,SA																																										
HK,SG																					10		7	5	4		6	4	4	6			197				91	128	123	14		
HK,SG,TW																																							10			
HK,TH																																			13							16
HK,TW												6	5	1	1	18			8	5	8								21	21			5				9	31	16	17	15	
HK,TW,US																																	4									
HK,US						1													40	40		2		10	40	52	17		22	2	42	8	5	59	3	27	34	49		79	11	1
HN														1																												
HR	74	80	42	55	71	96	102	91	79	31	101	135	222	149	181	155	127	99	151	229	103	227	265	275	266	398	354	170	346	643	617	675	418	347	335	350	636	533	587	488	613	802
HR,HU			3	1								3	11		10	7	5	19	8	1		29						3		31	29	17	6	9	30	7		3		48	9	
HR,HU,JP																																					1					
HR,HU,RS																																									1	
HR,HU,SE																				4																						
HR,HU,SI																							3																			
HR,HU,US																																2										
HR,IE																																					31					
HR,IL																																14		8								
HR,IL,SI																																					1					
HR,IL,US																															30			26		10						
HR,IN																														14	11											
HR,IN,IT																																1				21						
HR,IR																														5	6		4	1	1	2	1					32
HR,IR,US																																			7							
HR,IT	7			12							6		3				6	8	3			2			3		5	9		17	21	35	12	79	8	26	2	48	6	48	3	33
HR,IT,SI																																								1		
HR,JP																							6						11		45	8									12	
HR,LV																																		7	16							
HR,MA																																								1		
HR,MA,SA																																								2		
HR,ME																																		7								
HR,MK																		12	4	8																						
HR,MX,US																																							10			
HR,NL														2				11				3											18					11				
HR,NL,SI																																									85	12
HR,NO																					1						1															
HR,NZ																																						1				
HR,None															10																											
HR,PL																										8			8			2	19	3	15	8	11	6	6	3	10	5
HR,PL,RS																																										7
HR,PL,RS,TR																																										
HR,PL,US																									5											11	9					
HR,PT																						1										9										
HR,PT,RS																																									2	
HR,PT,SI																																	4									
HR,RO																	7													27												
HR,RS						2					4	4																		7				2		2	1	10	39	13	4	4
HR,RS,US											8												13																			
HR,RU																1																								11		
HR,SE																5								4				5												9		
HR,SE,US																	8																									
HR,SG																					1	1	2																			
HR,SI					5								3		1			8				11	5	9	2	3		3	50	72	20	9	32	16	59	14	4	76	26	14	2	
HR,SI,US																							14	1																		
HR,SK			2																																				13			
HR,TR																																						15				
HR,TW																											10															
