1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	
DE,IR,PL																														4		2	5		1							
DE,IR,PT																																		2								
DE,IR,ZA																																		4								
DE,IR,null																			3																							
DE,IS									10			4					3						1													3					6	
DE,IT	12	5	8	25	35	14	3	2	7	21	23	35	29	21	30	25	10	142	66	47	67	50	112	70	85	55	90	41	45	23	42	17	24	69	31	62	35	71	42	91	67	56
DE,IT,JP																																					8					
DE,IT,MX																	1																									
DE,IT,NL																	3				14	5	1												11							
DE,IT,NL,NO																																										
DE,IT,PL																																	4			6	4	1				
DE,IT,PT																												15														
DE,IT,RO																											2		4	17												
DE,IT,RU																1			16					1		1		3	12				5		4		10			6		
DE,IT,RU,US																																	33									
DE,IT,SA																																20	35	2		8		3	15			
DE,IT,SE																										11					4			1								
DE,IT,US							32							3						4				2						8	8			7		1				1	7	
DE,JO						19	11	11				5		6		6				9		20	22			34	18	3	25		5	22	17	18	16	20	51	28	31	25	5	4
DE,JO,MA,PS																																	1	3								
DE,JO,NL																																						4				
DE,JO,PL																															4									13		
DE,JO,PS																																	4	8	2							
DE,JO,PT																									11																	
DE,JO,RS																																							3			
DE,JO,SA																																7	13			2	4					
DE,JO,US									12																				14	9		1		6								
DE,JP			22	3	20	1			9	1	9	10		7	37	10	22		2	66	3	30	45	40	18	30	7	32	44	17	81	53	79	53	31	28	32	62	39	49	41	21
DE,JP,KR																																13										
DE,JP,KR,RU																														1												
DE,JP,NO																															5		13									
DE,JP,PL																																								1	3	
DE,JP,RU																			1																							
DE,JP,RU,US																													1													
DE,JP,SG																														1												
DE,JP,SK																																									25	
DE,JP,TH																																	2									
DE,JP,TW																																										
DE,JP,TW,US																																									2	
DE,JP,US																								2	8			4		1		9	12	4							19	
DE,KR			5					8			5	3						7		4	7	6	7	3			14		1			16		10	17	9			7			12
DE,KR,RU																														3												
DE,KR,SG																																				9						
DE,KR,US																		5											2												5	7
DE,KR,US,null																														1												
DE,KZ																																					2					
DE,KZ,RU																																							9			
DE,LT,PL																																								6		
DE,LU																																	3	6						3		
DE,LY																																								12	9	
DE,MA																																		12								
DE,MA,PT																																23										
DE,MD															6			1															5				10	3				9
DE,MD,NL,PL																																								1		
DE,MD,PL															4														1									2				
DE,MD,RO																							2															2				
DE,MD,US																													1		5											
DE,ME,RS																																								4	2	
DE,MN				3																																						
DE,MN,RU																												2														
DE,MX										9	14			1					2	42	4	52	5	12	10	10		6	2	14	12					22	4	75	8	6	15	5
DE,MX,NL																																										6
DE,MX,SE,SK																									1																	
DE,MX,US																															1											
DE,MY,PK,PL,SA																																					1					
DE,NG																				6											5			2	24			1	12	41	6	6
DE,NG,ZA																													12													
DE,NL	4	5	1	3		3	2	1	3	10	21	29	4	45	3	10	22	48	79	29	71	14	31	14	21	20	23	48	96	55	26	60	86	126	17	54	42	22	64	72	42	50
DE,NL,PL											1																															
DE,NL,PT,US																																			6							
DE,NL,RU																																										10
DE,NL,SA																																			3	4						
DE,NL,SI						1																																				
DE,NL,TW																														23												
DE,NL,UA																																	1		16							
DE,NL,US											22														3	10				1	1	5			8		9	5	8		8	
DE,NO							1			14			5	22		2				16				15	4	24		25	13	44	27	18	21	14	57	24	1	13	1	46	8	35
DE,NO,RU													3										10																			
DE,NO,US																	8																							1		
DE,NZ			4			23							1		24	3			4				1	5	3			1	69	14				18				7	1	1		7
DE,NZ,PK																																				6						
DE,NZ,PL																	3																									
DE,NZ,US																																		7		13					1	
DE,OM																																					1					
DE,OM,PK																																								3	5	
DE,PA																																									2	
DE,PE								18										2		2			5		1																	
DE,PF					1		8	1	18																																	
DE,PK												7		7	13		8	1	18			11	13					5		7	13	16		12		1	22	2	5		3	2
DE,PK,PL,SA																																						1				
DE,PK,RU																						5																				
DE,PK,SA																													1		5							3				
DE,PK,TR																																						1				
DE,PL			1		2	1	6		11	6	4	8	3	12	12	28		3	10	16	19	1	4	7	16	13	48	15	71	45	54	25	40	64	40	28	22	23	42	57	50	34
DE,PL,RU																						2	3				7	9	4	9		7									3	
DE,PL,RU,UA																																									1	
DE,PL,SA																																7										
DE,PL,SE																										1																
DE,PL,SK																	1						4				4															
DE,PL,SK,TN																																							1			
DE,PL,UA																									13					1		1		31	4		2					
DE,PL,UA,US																						14																				
DE,PL,US																	1			13							2						2	25						7		
DE,PR				2									3																		4											
DE,PR,SK																						5		1																		
DE,PS																1													1													
DE,PT		4					26				22	18	15		6	11	7	34	20	20	50	9	13	17	12	46		18	6	24	13	1	24	18	1			2	2	28	9	1
DE,PT,RS																												9														
DE,PT,RU,TN																																						3				
DE,QA																																									3	
DE,RO				8									11	3	1			1	6		8	6	15	8	6	21		71	24	8	24	30	15	43	21	20	27	17		16	3	2
DE,RO,RU																							1										13								1	
DE,RO,RU,US																															1											
DE,RO,SI																																					4	14				
DE,RS								4	3														1	3			3	24	10	7	5	64	10	34	60	7	4	8	16	4	56	37
DE,RS,SI																																	2							7		
DE,RS,SK																																					1					
DE,RU	1	1	2	14	5	8			9	3	10	6	11	10	13	33	21	94	28	50	60	212	83	59	83	127	96	86	111	182	105	74	130	110	106	117	98	114	85	77	121	77
DE,RU,SA																																								1		
DE,RU,SE																															2											
DE,RU,SI,UA,US																																										16
DE,RU,SK																														1												
DE,RU,UA																											13		14				4			3			6			
DE,RU,US																6		5							6			1	9	9	5	11	15	7				4				
DE,RU,ZA																										13																
DE,RW,ZA																																										1
DE,SA										1																			1	35	5	14	38	26	86	8	5	2	8	20	13	26
DE,SA,SG																																1										
DE,SD																																3										
DE,SE				2	4		1			5	1	1	1	2			34	2				2		7	7	2	1	16	6	10	36	17	14	8	5	20	17	14	20	15		73
DE,SE,US														3	1									2		3																
DE,SG																			2			1	3	3	3	2	2					4	14			2	10	12				
DE,SG,US																																					2					
DE,SI	22						8	8		13			1			5	2		1				11		3	3								18	21	5					4	
DE,SI,SK																													2				5									
DE,SI,US																																						12				
DE,SK							7	4		1	6				3	11	4	4	20	20	6	9	9	8	20	8	7	9	12	8	18	6	3	9		4	15		6		7	6
DE,SK,TR																										1							4	3								
DE,SK,UA																									1							3										
DE,SK,US																														11												
DE,SS		9																																								
DE,TH																												1												4		5
DE,TN																								3																		
DE,TR			34		34	6						15	1	6	4	1	1		15	14	43	8	13	5	13	25	19	15	28		9		2	14	3	4	17	6	46	11	5	
DE,TR,US																					10																					
DE,TW					3					9						13																2		11				11	10	18		
DE,TW,US																														9			32	40		8						
DE,UA													38			29	9	4	6	9	7	12	19	11	15	12	13	1	16	26	11		2	6	18		6	5	4	1	23	12
DE,UA,US																			6			10	7			2	3													43		
DE,US	17	23	23	43	42	48	44	61	55	80	115	27	66	52	68	104	34	83	190	108	213	131	63	55	31	19	35	177	155	315	323	363	288	275	305	251	163	259	315	202	274	229
DE,US,null		1		4	3									1	1													18	1													
DE,UY																				4										5										21		
DE,UZ																																				9						
DE,VE		7																2																							4	
DE,VN																	1												4		14	24			32	4	16	20		28		
DE,VN,ZA																																								11		
DE,ZA		4			10	7	1							16				21	7	8	14	11	32	14	27	18	13	11	114	23	15	27	33	11	10	22	16	9			8	22
DE,null	56	75	58	67	51	90	58	61	64	71	83	84	34	99	34	10	12	3	34	8	12	9						34									5				1	
DK	1	24	1		12	10	4			10		13		4		9	41	30	14	24	114	52	93	68	50	82	76	76	76	90	195	124	356	517	39	65	170	178	98	183	42	23
DK,ES								9			4														49							13	8					2	3	8		
DK,ES,GB																																					11					
DK,ES,GB,IE,US																															1	1										
DK,ES,NL																																						7				
DK,ES,NL,SE																																									2	
DK,FI																														8							1			7		
DK,FI,SE																																			1							
DK,FR																						19	15		1						1	1		1	1				5	10	7	
DK,FR,GB																																250									1	
DK,FR,GB,GR																															1											
DK,FR,GB,IN,PL																																4										
DK,FR,GB,IT																								1																		
DK,FR,GB,US																											2		2													
DK,FR,IN																																	1									
DK,FR,JP,US																															2											
DK,FR,UA,US																																										1
DK,FR,US																																		1						2		
DK,GB	1	6		1			18	4									3		5	2	1	6	8		13				1	2	73	6	18	1	3	6		2	19			23
DK,GB,IE																													6			5	2									
DK,GB,IL																																						1				
DK,GB,IN																								2														10			2	
DK,GB,JP																																							10			
DK,GB,JP,US																																										
DK,GB,MD,US																					9																					
DK,GB,NZ,null																						13																				
DK,GB,RU																																		29								
DK,GB,SE																																			1							
DK,GB,US															1	4															1									8		
DK,GR				8																																						
DK,HU,LV																													2													
DK,HU,TN																																								1		
DK,IE																					1						2							4				2				2
DK,IE,IN,IT																																				2						
DK,IL																																			1							
DK,IL,JP																															1											
DK,IN																									1			1				1										
DK,IS																				10																						
DK,IT																								3					2													
DK,IT,PL																																					1					
DK,IT,SE																	12												4													
DK,IT,US												1																														
DK,JP										6				4																10								4				
DK,JP,KR,US																																	5									
DK,KR																																								7		
DK,KR,US																																			3							
DK,MY,NZ																																			3							
DK,NL									2														2												3	4		8	5			6
DK,NO																																				9						
DK,NO,SE																								1																		
DK,NO,US																																		18						3		
DK,NO,US,ZA																																					10					
DK,NZ																								1																		
DK,PL													5						1			15				6								3	2	9		19				
DK,PT																							7		4	3	14					1										
DK,RU																													36	3									1			
DK,SE							1										2			4	1		3	2		8		13	5	4	9			8	37	11	3	15		32	2	12
DK,SE,US																																					3					
DK,SG																					1			2																		
DK,US		7		3		5		6	5	15		3	8	5				6			17		3		10	25		3	19	2	5	3		6	14	5	4	6	2	3	6	7
DO																																									2	
DZ								1	14				5						12						4		6	10	3	40	33	1		9	4	16	4	7	26	18	2	33
DZ,EG,ES,IR																																										
DZ,ES																																				2	14		3	4	6	1
DZ,ES,FR																																			2							
DZ,ES,GB,NL,PL,US																																							3			
DZ,ES,JO																																					5					
DZ,ES,VE																																						1				
DZ,FR									4								21	13		17	45	4	1	7	6	6	2	5	44	23	12	3	4	5	19	16	51	58	23	8	20	38
DZ,FR,GB																														3							3					
DZ,FR,IE																													10													
DZ,FR,IN																																			3							
DZ,FR,IN,SA																																										1
DZ,FR,IN,TN																																					4					
DZ,FR,IT																																						2				
DZ,FR,PL,SA,TN																																									1	
DZ,FR,SA																																		1								
DZ,FR,TR																																										4
DZ,FR,UA																										1																
DZ,FR,US																																			9							
DZ,GB,IR,PL																																					1					
DZ,GB,TN																																		1								
DZ,IE																																							2	6		
DZ,IN																																										1
DZ,IN,KR,SA																																										
DZ,IN,MY																																										1
DZ,IN,PS,SA																																							1			
DZ,IR,TR																																									6	
DZ,IT																																										
DZ,JO,KW,SA																																							1			
DZ,JO,US																																		1		1						
DZ,MA																																					1			1		
DZ,MA,TR																																								1		
DZ,PK,TR																																										3
DZ,PT																																								4		
DZ,QA																																					1					
DZ,RU																															2											
DZ,SA																						3																				
DZ,TN																																							2	3		
DZ,TR																																					5	7			11	
DZ,US																																							1			
EC																																			3							
EC,ES,ZA																																					2					
EC,FR																																					8					
EC,FR,MX																																						5				
EC,FR,VE																																							1			
EC,TR																																		12								
EC,US																																								4		
EC,US,VE																																							2			
EC,VE																																								4	2	
EE																			4				2					1	10		18			8	7	2	35	9	11		7	3
EE,EG,SE																												3														
EE,FI															4				1																							4
EE,FI,HU																								2			2		2													
EE,IT																																						2				
EE,RU																																								1		
EE,SE																						1	1	2					2													
EE,US																		1																								
EE,US,null																													5													
EG	56	36	113	140	57	138	99	167	197	106	255	194	187	135	94	78	108	105	178	143	289	192	260	300	190	152	216	212	164	204	354	322	313	319	374	289	433	396	312	385	276	277
EG,ES																	1				6						1						6									
EG,ES,FR																																								2		
EG,ES,JP																																		4								
EG,ES,MX,NL,US																			7																							
EG,ES,US																						33																				
EG,FI																																					2			2	6	1
EG,FI,IN,PK,SA,US																																										1
EG,FI,SA																																								8		5
EG,FI,SE																															3		4									
EG,FI,SE,ZA																																					7					
EG,FR				2																																6	3	3				
EG,FR,IN																																				21						
EG,FR,PK																																								1		
EG,FR,SE																												1														
EG,FR,TN																																			2							
EG,GB					4	14			2					5	7	25											4								4							4
EG,GR																					10																					
EG,HU,IT																												4														
EG,ID																														4		3								6	6	6
EG,ID,QA																																										1
EG,IE																																			10							
EG,IE,ZA								1																																		
EG,IN																												14		4												
EG,IN,KR,SA																																								1		
EG,IN,OM,SA																																										1
EG,IN,PL,SA																																								1		
EG,IN,SA																																									4	4
EG,IN,SA,TR																																									1	
EG,IN,SA,TR,US																																										1
EG,IN,US		28																																								
EG,IQ																																						11		15	7	6
EG,IQ,KR																																									6	
EG,IQ,SA																																										4
EG,IQ,TR																																							4			
EG,IT														1		5			2										15									3	4	5	14	13
EG,IT,SA																																										6
EG,JO																																		8				13				
EG,JO,SA																																									12	
EG,JP																					2		6	2	7						1	1						2	2		9	
EG,JP,PK,SA,TR																																										3
EG,JP,US																																					4					
EG,KR																																1				2						
EG,KW														8								17													11				1	8	10	
EG,KW,SA																																										1
EG,KW,US																																										
EG,LB,SA,US																																								2		
EG,LY																																								1	1	4
EG,LY,SA																																									3	
EG,MA																																							2			
EG,MA,SA																																										1
EG,ME																																										
EG,NG																															3											
EG,NO		5																																								
EG,OM																																			4			6				
EG,PK,SA																																							1	13		
EG,PK,SA,SE																																									6	
EG,PL						1	1																																2			
EG,PT																																									9	
EG,QA													14								17										3											
EG,RS,SK																																					11					
EG,RU																																										4
EG,SA																			4			8		41			8	5		33	8	11	38	84	70	56	90	29	72	98	158	117
EG,SA,SD																																							4		4	
EG,SA,TR																																							1			
EG,SA,TW																																				12						
EG,SA,US																																							2			
EG,SA,YE																																		4	4					3		
EG,SE																													1	2		9							11			
EG,SK																																										4
EG,TR																																	8							1		4
EG,US					13	1		19	20	7	6	39		6			23							12	14				3	2		12		2	2	2		9	4	8		10
EG,YE											16	42	14			15													8			12	4	12	4		11		3			3
EG,ZA																																9		1								
EG,null		1				3			5		3																															
ER,IN																													2													
ES	508	287	516	675	447	627	629	464	571	605	571	549	544	258	518	1332	1631	1691	1462	1918	1825	2160	2263	2003	2139	2713	3098	2722	2764	2703	2356	2311	2848	2561	1989	1711	1684	1555	1414	1282	1088	1081
ES,FI									3				2	6	2	25	13	6	4	5	2	19	8	1	3	4			7	15	64	17	25	60	14	28	3	25	11	14	37	23
ES,FI,FR																			2											3		2									1	
ES,FI,FR,US																														1												
ES,FI,GB																1								2								3							13			6
ES,FI,GB,IT																					13																					
ES,FI,GR																																								1		
ES,FI,IN																																				2		4				
ES,FI,IR,IT																									5																	
ES,FI,IT																										1					2											
ES,FI,KR																																									12	
ES,FI,KR,PT																																									4	
ES,FI,NL																											1		3				1									
ES,FI,NL,US																																	9									
ES,FI,PL																															1											
ES,FI,PT																													3								16	13		5	2	17
ES,FI,RU																													6		13	11	7			9				7		7
ES,FI,SA																																									3	
ES,FI,SE																																		1								
ES,FI,TN																																					1					1
ES,FI,US																																						6				
ES,FI,ZA																																								36		
ES,FR		2	1	16		9	8	25	34	69	73	43	20	21	36	67	111	117	56	65	111	115	135	102	101	71	25	77	115	47	94	71	68	73	72	139	87	122	77	11	30	46
ES,FR,GB																24							8		7	7		3		15	14		18	14			8	19		19	1	
ES,FR,GB,IL																																	4									
ES,FR,GB,IN																											2										3					
ES,FR,GB,NL																												5												1		
ES,FR,GB,SK																																	2	1								
ES,FR,GB,US																														2								7				
ES,FR,GR																								3			1											3		4		
ES,FR,HK																							4																			
ES,FR,HU																												1			24			6	1			12				
ES,FR,HU,IT																																					1					
ES,FR,HU,US																																									2	
ES,FR,IL,NL																												1														
ES,FR,IN																										2	3		3					7	7			10			2	3
ES,FR,IN,IT																																			3							
ES,FR,IN,IT,US																																	1									
ES,FR,IR									1												8																2					
ES,FR,IT								1				15	1	1						11	10	9	3			3		5					14	5	6		25	8	3			9
ES,FR,IT,NL																										5																
ES,FR,IT,US																																	2		1							
ES,FR,JP																									6							1					8		11	16	13	
ES,FR,JP,NL																												2														
ES,FR,KR																																										10
ES,FR,KR,PT																																									25	
ES,FR,LU																																						3				
ES,FR,MD																									1																	
ES,FR,MD,SK																													10													
ES,FR,MG																															17											
ES,FR,MX																							11										6	6		2	1	5				
ES,FR,MX,PT																															3											
ES,FR,NL											3																5			7		1					5					
ES,FR,NL,US																																		4								
ES,FR,PL																2						2	1	2		22	6	4	5							13				1		
ES,FR,PL,SA,TN																																										3
ES,FR,PL,US																																						6				
ES,FR,PT																	1													27		10		10	4	6	12		4			
ES,FR,PT,US																																							2			
ES,FR,RO																					6	2	4			3				7											3	
ES,FR,RU																		6					4			17							1	3	2							
ES,FR,SI																																2										22
ES,FR,TH																																										
ES,FR,TR																												4					6									
ES,FR,UA																																							1	6		
ES,FR,US																						11					1	14			1		3	13	13	18	1	2	6	12		
ES,FR,VE																								4		7		2													10	
ES,FR,ZA																																										2
ES,FR,null																												8														
ES,GB	1			14	13	72	10	7	24	25	77	41	91	20	17	123	85	89	35	122	68	204	95	133	112	73	78	88	45	53	129	117	50	81	141	95	84	60	48	48	58	26
ES,GB,GR																										1									4			7				2
ES,GB,GR,IE,PT																																				2						
ES,GB,GR,IN																													4													
ES,GB,GR,IN,IT																														3												
ES,GB,GR,US																												4	1													
ES,GB,HK																												5														
ES,GB,HR,IR,PL,PT																																				1						
ES,GB,IE															4											2		2														
ES,GB,IE,IN,PT																																						2				
ES,GB,IE,IT,US																																									3	
ES,GB,IN																					2			15	10	5	4	17	15	40	15	17	2	15	10		17	6	5	24	4	4
ES,GB,IN,IT																												2	1		5		1				2					
ES,GB,IN,KR																																					1					
ES,GB,IN,NL,null																														3												
ES,GB,IN,PT																																				1						
ES,GB,IN,TW																													17	2												
ES,GB,IN,TW,US																															12											
ES,GB,IN,US																																		3								
ES,GB,IR,RU																																							2			
ES,GB,IT													1				5		5				4		3				16	2	3	5	5	5				3	2		43	9
ES,GB,IT,PL																															2											
ES,GB,IT,PT																										5																
ES,GB,IT,US																																			12							
ES,GB,JP																				1																			2			
ES,GB,KR																																					3					
ES,GB,MA																		4					6																			
ES,GB,MD,MX																																		2								
ES,GB,MX																		2		6																2						
ES,GB,NL																					2						2		5													
ES,GB,NL,null																												10														
ES,GB,NO																																					1					
ES,GB,NO,US																						3																				
ES,GB,NZ,US																											3															
ES,GB,PL																																					9					
ES,GB,PT																			1							3			1								8		2			
ES,GB,RO																																						2				
ES,GB,RU																			2						7																1	
ES,GB,SA																																4	3						8			
ES,GB,SE																									1									4								
ES,GB,TH																																									1	
ES,GB,TR																																							8	1		
ES,GB,TT																												3														
ES,GB,UA																						4																				7
ES,GB,US		2								22										6	7		17		4				5	22	5	4	2	9		8		8	3			
ES,GB,US,null																														3												
ES,GB,UY																															4											
ES,GB,VE																					10																					
ES,GB,null																												2														
ES,GR																					4	1	4	11	26	1	74	9	10	27	40	4	40		10	10	4	16		2	5	
ES,GR,IN																																			2							
ES,GR,IR,PL																																								1		
ES,GR,IT																																	14					6				
ES,GR,JP,US																																							2			
ES,GR,MA																									4																	
ES,GR,PL,US																															1											
ES,GR,PT																																6	5						6			
ES,GR,SE																																					5					
ES,GR,US																		1			10	3		2							2							7	1			
ES,GR,US,null																												5														
ES,HK,IN																								2	11	1																
ES,HR																																								16		
ES,HR,IR																																		3								
ES,HR,IR,PL,RU																																					5					
ES,HR,IR,US																																		5								
ES,HR,PL,PT,RS																																										6
ES,HR,PL,PT,RS,TR																																										
ES,HR,PT,RS																																										6
ES,HU																				16	30	7					10	2		9					3			7				
ES,HU,IT																		4																5								
ES,HU,PT																									4	11					3	4				8						
ES,HU,SE																															3											
ES,HU,US																																										6
ES,IE					1								4			1										2			6	8	9			10			18	2	13		4	
ES,IE,IN																											5															1
ES,IE,IR																																							5			
ES,IE,IR,MY,US																																			2							
ES,IE,IR,PL																																							7			
ES,IE,IT,US																																									4	
ES,IE,NO																					4																5					
ES,IE,NO,US																								5																		
ES,IE,RS																																				5						
ES,IE,RU																							5																			
ES,IE,SE																																						1				
ES,IE,US																																			2	7						
ES,IL																9							3		29	11												1				
ES,IL,IT																											1															
ES,IL,US																																		10								
ES,IN						2				18	14		7			1	6	2		28	19	94		46	17	14	35	30	49	44	62	59	98	159	128	108	53	59	83	62	63	97
ES,IN,IR																																									2	
ES,IN,IT																					1		3	11		1	10	1	2				4	18	7		13	4	13	8		
ES,IN,IT,JP																																										5
ES,IN,IT,PL,US																																			4							
ES,IN,IT,TR,TW																																							1			
ES,IN,IT,TW																																		1				1	2	1		
ES,IN,IT,US																													1	3					4							
ES,IN,JP										3																				5							6		2		1	
ES,IN,JP,US																															8	6	15						13			
ES,IN,KR,US																								4																		
ES,IN,MX																		6																						3		
ES,IN,MX,SA																																										2
ES,IN,MY																									4																	
ES,IN,MY,TH																												8		1												
ES,IN,PL																																			3						12	4
ES,IN,PL,PT																																				1						
ES,IN,PL,RS																																				4						
ES,IN,PT																											2		26	18	15	11	15	3	18	21	7	2	11	10		
ES,IN,PT,US																																				1					6	
ES,IN,SG																																					1	3			5	
ES,IN,TW																				6		2	12			9		24		5			6									
ES,IN,TW,US																												6														
ES,IN,US																								1			6	7	26	3	9	16	17	7	10		33	21	2	27	9	21
ES,IN,null																								1																		
ES,IQ,TR																																							11			
ES,IR														10												51	1	9	10	2			18	3	1	14	19	8	43	2	2	10
ES,IR,IT																																			2	2				4		
ES,IR,IT,PK,PL																																							3			
ES,IR,IT,PL,RU																																								1		
ES,IR,IT,PL,TR,US																																				3						
ES,IR,IT,PL,US																																					3					
ES,IR,IT,RU																																								1	3	
ES,IR,IT,RU,US																																								2	1	
ES,IR,IT,TH,US																																		2								
ES,IR,PL																																	1	1		1	5		5	2		
ES,IR,PL,RU																																								3		2
ES,IR,PL,US																																			4	5						
ES,IR,PT																																	3									
ES,IR,RU																																								4		
ES,IR,RU,TR																																					6					
ES,IR,TR																														5			3									
ES,IR,US																																		5	18	5						
ES,IT	18	30	23	21	31	10	18	30	15	60	37	27	18	11	3	126	93	86	66	48	68	59	144	93	70	76	155	73	89	133	196	182	159	182	168	144	100	103	224	123	69	60
ES,IT,JP																																	2									
ES,IT,MA																																								4		
ES,IT,NG,TR																																						2				
ES,IT,NL													5								1									3										6		
ES,IT,NO																											2															
ES,IT,PL																																						2				
ES,IT,PT																				5			2				8			22			2					6		2		
ES,IT,RO																						2			4						17			5							6	
ES,IT,RS																																		2								
ES,IT,RU																														18	7											
ES,IT,SA																																10				1						
ES,IT,SE																																						4		2		6
ES,IT,SN																					3												5									
ES,IT,US																				2		4	2							11					3		2		30		6	12
ES,IT,US,null																													13													
ES,IT,UY																			7	4	4					7	13	12			1	5					2	2			1	
ES,IT,VE																						5																				
ES,JO																																										2
ES,JO,PK,US																																									2	
ES,JP												4						6							2	14	8	2	2	1	7	8	1	48	1		6		12	6	6	
ES,JP,KR												2																				4										
ES,JP,RU																																	6				15			24	16	
ES,JP,US																									2				2	5		5	20	17	3		2					2
ES,KR																																				6						
ES,KR,PT																																								4		
ES,KR,SA,SG																																1										
ES,KR,US																																								1		
ES,KR,US,null																													1													
ES,MA																				1		1	1	3	14	4	2			29		5	19	6							1	
ES,MA,PT																																4										
ES,MA,TN																																										1
ES,MA,US																																			7	7						
ES,MD,PL																													2													
ES,MD,PL,RO																					1																					
ES,MD,RO																					1							2														
ES,MD,RO,RU																									1																	
ES,MX							7			2					5	4	15	14	16		12		2	5	35		7	24	8	16	27	53	46	31	60	6	7	50	11	27	25	63
ES,MX,NO																												3	2		1											
ES,MX,TN																																						3				
ES,MX,US																			3	4			8															20				
ES,MX,UY																																4										
ES,NG																																										
ES,NG,US																												1														
ES,NL		11	5			10						2						11	9	8	10	23	3	4	5	12	16	7	3	19	40	12	12	6	16	32	24			34	2	
ES,NL,PT																							1															4	1		3	
ES,NL,SE																															6											
ES,NL,US																														5			1	11		5			14			
ES,NO																		2	4	7	4	15		14	5			3											1			
ES,NO,PL																																										6
ES,NO,US																							4														1			15		
ES,NZ,TH																																					3					
ES,NZ,US																												1														
ES,PE																																						7				
ES,PK																										2								6			3					
ES,PK,SA																																			9							
ES,PL				1														4				1				4	1			3	11	5	5	5	2	9	3	14	2	16	10	30
ES,PL,RU																							3																			
ES,PL,SA																																				1						
ES,PL,SE																																						1				
ES,PL,SI,UA																													2													
ES,PL,SK																	2																									
ES,PL,SK,UA																														4												
ES,PL,UA																																		4								
ES,PL,US																															1		4		1					4		
ES,PS																								4	2																	
ES,PT											3					6			5	8	21	10	19	43	29	24	3	71	59	69	22	41	93	78	33	64	23	45	33	66	25	14
ES,PT,SA																																			4							
ES,PT,SE																																							2			
ES,PT,TW																																								2		
ES,PT,US																																							4			
ES,PT,UY																																	10	4								
ES,PT,null																												6														
ES,QA,RU,SE,US																																					2					
ES,RO																				3	4		4	5			5	1	20	29	46	11	14	13	3		6	8	6	33	19	
ES,RO,US																														13												
ES,RS																								1			1		2	2		2	3	3								
ES,RS,SI																																		3								
ES,RU																3	2	12	6			9	4	26	57	5	19	13	25	43	16	26	24	17	37	15	3		2	10	5	2
ES,RU,UA																																				7						
ES,RU,US																										1													1			
ES,SA																															10		17	19	10	27	10	4	11			
ES,SA,TN																																				9						
ES,SE														1										1				9	11	2	32			1	11	10			6			
ES,SE,UA																																			1							
ES,SG																												3								3	8			3		
ES,SI																									2													2		17		6
ES,SK																								3									1	1			1		4	5	5	
ES,SK,US																																					4		7			
ES,TH																															7		3	4		4	2				4	
ES,TH,US																																	3									
ES,TN																																	1									7
ES,TR																											26							2	4			22			17	
ES,TW																							7									15	13	23								
ES,UA																		2			9				2										3			10			4	
ES,UA,US																																										
ES,US		6	14	22	1	2	2	16	7	14		2	7	2	15	24	18	65	19	63	91	35	74	65	29	39	11	18	49	53	33	90	129	119	85	211	73	136	93	62	96	90
ES,US,ZA																																				18					2	
ES,US,null																														6												
ES,UY																2					13		2			5	4	6		6			24	5	4	2		5			2	
ES,VE									2								14					2	1	8		5	5	32	4													
ES,ZA																									5						3		20	12	23	2	13	11		5	1	
ES,null	2				17	5																						64	33	20												
ET				1	10		3	2																								1		4					2		2	4
ET,FR,IT,NG																													16													
ET,IN																									12				7					9						2	3	4
ET,IN,SA																																						1				1
ET,IN,TW																																									1	
ET,IT,NG																													14													
ET,KR																																									1	
ET,SA																																								4		
FI	2	5	20	18	14	15	28	3	54	20	4	10	7	10	18	44	43	87	94	87	128	57	71	74	151	128	137	223	194	88	42	63	67	82	46	61	24	21	35	30	43	19
FI,FR																					21	4					7	3	3			4	10				1	3				
FI,FR,GB																							2													13						
FI,FR,LB																	2																									
FI,FR,NL																					2				2				7													
FI,FR,NL,US																												2														
FI,FR,PL																					1		8																			
FI,FR,SE																					2																					
FI,GB											2							7		26								6	20				40		7		30	7	13	26	6	8
FI,GB,JP																																						4				
FI,GB,MD																																		4								
FI,GB,PT																																		8								
FI,GB,PT,RU																									2																	
FI,GB,RU																								4			6						3									
FI,GB,RU,SE																							1																			
FI,GB,SE																																					8					
FI,GB,US																																								2		
FI,GR,PL																																	16									
FI,GR,SE																															1											
FI,HU																									4							5		1	3	2						
FI,HU,PT																																	2									
FI,IE					1		1																																			
FI,IE,IT						6																																				
FI,IL,US																																	12									
FI,IN																46	1					6	4	13		25							1	1	16	17	1	5		2		
FI,IN,NL																						6																				
FI,IN,RU																																							1			
FI,IN,US																												7														
FI,IR,RU																																							4	11		
FI,IT																							7	1			7	17		7			6	1	4	8	21	9	17			
FI,IT,NL																												5														
FI,IT,PT																											11															
FI,IT,SE																										7			5													
FI,IT,SE,ZA,null																																24										
FI,IT,US																																										3
FI,JO																				3		15	5	5																2		
FI,JO,US																												3														
FI,JP													5		1					1								3				14	2	2	6	2			2	4		8
FI,JP,PL,SK																										1																
FI,JP,US																															9											
FI,KR																							1																			
FI,LT,RU																																						8				
FI,MD,RU																												4														
FI,MX,SE																																								11		
FI,NG,TN																																										
